"Alpha","Points:0","Points:1","Points:2","V:0","V:1","V:2","Wave_Drag","Wave_Drag_2D","Wave_Height","Wave_Height_2D","Wave_slope"
0.44045,2780,2,-113.2,5.3479,-0.0039886,0.41892,0.011919,0.00081758,0.49663,0.35335,0.043953
0.25419,2788,2,-113.2,5.8316,-0.021098,0.93186,0.01414,0.0012032,0.2059,0.19198,-0.10582
0.29241,2796,2,-113.2,6.192,-0.027409,0.84505,0.018341,0.0017628,-0.16835,-0.083744,-0.039872
0.3515,2804,2,-113.2,5.8839,0.18112,0.9782,0.015867,0.0013338,-0.03496,-0.021055,0.042914
0.37223,2812,2,-113.2,5.4521,0.34209,1.468,0.012053,0.00077307,0.18186,0.11401,0.0082018
0.20372,2636,2,-103.36,6.0836,-0.022879,0.66318,0.015773,0.0012435,0.04783,-0.0067741,-0.048158
0.30238,2644,2,-103.36,6.1967,0.057802,0.50398,0.021673,0.002111,0.033131,0.041936,-0.0020089
0.31523,2652,2,-103.36,7.0859,-0.092443,-0.044397,0.041795,0.0052873,0.071264,0.082873,0.038716
0.24274,2660,2,-103.36,9.1265,-0.45898,-0.5941,0.092087,0.017778,0.17905,0.21162,0.048665
0.19058,2668,2,-103.36,10.257,-0.27596,-0.21565,0.10997,0.0229,0.48227,0.3706,-0.014951
0.19874,2676,2,-103.36,8.5133,0.31911,0.48008,0.05333,0.0074587,0.11543,0.11256,-0.035747
0.38438,2684,2,-103.36,6.0281,0.4668,0.35907,0.01557,0.0012341,-0.26863,-0.16141,-0.011282
0.49411,2692,2,-103.36,5.394,0.2162,-0.25876,0.011699,0.00082189,-0.0093939,0.013155,0.075839
0.24196,2700,2,-103.36,6.3497,-0.17297,-0.75633,0.024118,0.0025152,0.38513,0.23482,-0.010223
0.17847,2708,2,-103.36,7.3189,-0.38355,-1.0396,0.033874,0.0046397,-0.12222,-0.0551,-0.12271
0.22406,2716,2,-103.36,7.5069,-0.26767,-1.0079,0.040433,0.0057317,-0.22684,-0.22407,-0.053547
0.22326,2724,2,-103.36,7.4069,-0.068807,-0.32994,0.038727,0.0051786,-0.31484,-0.24512,0.023059
0.18547,2732,2,-103.36,7.2025,0.0607,0.32943,0.031381,0.0039245,0.015478,-0.080885,-0.016257
0.23662,2740,2,-103.36,6.4564,0.063453,0.32999,0.020673,0.0019874,-0.23238,-0.1374,-0.027237
0.4479,2748,2,-103.36,5.4446,-0.055794,-0.1481,0.011427,0.00077001,0.089637,0.062255,0.083241
0.23275,2756,2,-103.36,4.9144,-0.11558,-0.6375,0.0069279,0.00035679,0.24736,0.15713,-0.056147
0.23275,2764,2,-103.36,4.975,-0.036323,-0.79952,0.0081047,0.00044702,-0.13631,-0.061695,-0.0099598
0.81313,2772,2,-103.36,5.1844,0.067353,-0.50906,0.0097566,0.00061211,-0.072301,0.011853,0.071885
0.48241,2780,2,-103.36,5.2428,0.065387,0.093596,0.010474,0.00067316,0.49663,0.35335,0.043953
0.41673,2788,2,-103.36,5.2288,0.017058,0.53805,0.0083242,0.00052895,0.2059,0.19198,-0.10582
0.71397,2796,2,-103.36,5.2119,0.1488,0.52745,0.0085552,0.0005447,-0.16835,-0.083744,-0.039872
0.76303,2804,2,-103.36,5.1492,0.37607,0.082177,0.0093553,0.00060085,-0.03496,-0.021055,0.042914
0.4185,2812,2,-103.36,5.3557,0.32705,-0.3768,0.012427,0.00080182,0.18186,0.11401,0.0082018
0.19302,2636,2,-93.516,6.3405,0.40648,-0.44844,0.01887,0.0016174,0.04783,-0.0067741,-0.048158
0.25432,2644,2,-93.516,7.0787,0.34812,-1.375,0.036267,0.0046148,0.033131,0.041936,-0.0020089
0.2679,2652,2,-93.516,7.8842,0.15916,-1.4137,0.053827,0.0077168,0.071264,0.082873,0.038716
0.23576,2660,2,-93.516,7.6831,-0.0035168,-0.51417,0.044215,0.0060761,0.17905,0.21162,0.048665
0.21382,2668,2,-93.516,6.773,0.18633,0.79212,0.025663,0.0026909,0.48227,0.3706,-0.014951
0.33925,2676,2,-93.516,5.9892,0.46604,0.87052,0.016972,0.0014102,0.11543,0.11256,-0.035747
0.57509,2684,2,-93.516,5.5763,0.19088,-0.015959,0.012849,0.00092741,-0.26863,-0.16141,-0.011282
0.43078,2692,2,-93.516,5.5155,-0.39222,-0.2141,0.012004,0.00085531,-0.0093939,0.013155,0.075839
0.2802,2700,2,-93.516,5.6693,-0.55688,0.063121,0.013612,0.0010737,0.38513,0.23482,-0.010223
0.2253,2708,2,-93.516,5.8514,-0.11085,-0.26288,0.012934,0.0010796,-0.12222,-0.0551,-0.12271
0.33713,2716,2,-93.516,5.8477,0.33367,-0.95713,0.014861,0.0012405,-0.22684,-0.22407,-0.053547
0.36428,2724,2,-93.516,5.7233,0.20815,-0.60989,0.014196,0.0011457,-0.31484,-0.24512,0.023059
0.28475,2732,2,-93.516,5.6863,0.05837,0.27052,0.012571,0.00098508,0.015478,-0.080885,-0.016257
0.35424,2740,2,-93.516,5.6845,0.037283,0.76827,0.013488,0.0010524,-0.23238,-0.1374,-0.027237
0.376,2748,2,-93.516,5.7109,-0.11056,0.78757,0.015519,0.0012276,0.089637,0.062255,0.083241
0.29301,2756,2,-93.516,5.7643,-0.31854,0.4913,0.014289,0.0011136,0.24736,0.15713,-0.056147
0.42584,2764,2,-93.516,5.8259,-0.33161,-0.105,0.016312,0.001331,-0.13631,-0.061695,-0.0099598
0.37852,2772,2,-93.516,5.9087,-0.094106,-0.59191,0.016819,0.0013961,-0.072301,0.011853,0.071885
0.31083,2780,2,-93.516,5.8399,0.21255,-0.42892,0.016298,0.0013252,0.49663,0.35335,0.043953
0.31024,2788,2,-93.516,5.48,0.37048,-0.11705,0.0098245,0.00068196,0.2059,0.19198,-0.10582
1.0737,2796,2,-93.516,5.0629,0.34649,-0.45593,0.0069619,0.00039483,-0.16835,-0.083744,-0.039872
0.23275,2804,2,-93.516,4.9483,0.13425,-1.1909,0.0076418,0.00043215,-0.03496,-0.021055,0.042914
0.39286,2812,2,-93.516,5.4343,-0.21855,-1.4787,0.013041,0.00084967,0.18186,0.11401,0.0082018
0.16218,2636,2,-83.672,10.18,0.10802,-1.121,0.092632,0.016047,0.04783,-0.0067741,-0.048158
0.19527,2644,2,-83.672,8.7164,0.21396,-2.4599,0.060588,0.0094766,0.033131,0.041936,-0.0020089
0.26457,2652,2,-83.672,7.4119,0.24112,-2.0831,0.039285,0.0048046,0.071264,0.082873,0.038716
0.26515,2660,2,-83.672,6.8716,0.21017,-0.42627,0.03071,0.0034618,0.17905,0.21162,0.048665
0.22439,2668,2,-83.672,7.0235,0.10382,0.4147,0.032728,0.0039612,0.48227,0.3706,-0.014951
0.25435,2676,2,-83.672,7.186,0.039169,0.054975,0.035808,0.0042841,0.11543,0.11256,-0.035747
0.30311,2684,2,-83.672,6.7138,0.17206,-0.24774,0.027129,0.0028714,-0.26863,-0.16141,-0.011282
0.28827,2692,2,-83.672,6.4098,0.11144,0.26433,0.025042,0.0026235,-0.0093939,0.013155,0.075839
0.2266,2700,2,-83.672,7.9215,-0.45586,0.7186,0.05938,0.009593,0.38513,0.23482,-0.010223
0.16493,2708,2,-83.672,10.377,-0.74873,0.44431,0.11055,0.023636,-0.12222,-0.0551,-0.12271
0.18515,2716,2,-83.672,10.323,-0.15228,0.075059,0.10538,0.021859,-0.22684,-0.22407,-0.053547
0.18753,2724,2,-83.672,7.6536,0.26322,0.18939,0.035175,0.004478,-0.31484,-0.24512,0.023059
0.33732,2732,2,-83.672,5.4493,0.22109,0.38134,0.0085913,0.00054426,0.015478,-0.080885,-0.016257
0.23275,2740,2,-83.672,4.6811,0.19589,0.3434,0.0051932,0.00022002,-0.23238,-0.1374,-0.027237
0.23275,2748,2,-83.672,4.7232,0.16278,0.42582,0.0066124,0.00031844,0.089637,0.062255,0.083241
0.44067,2756,2,-83.672,5.2986,0.042475,0.63023,0.010957,0.00074253,0.24736,0.15713,-0.056147
0.36591,2764,2,-83.672,6.1781,-0.099999,0.33945,0.022426,0.0021564,-0.13631,-0.061695,-0.0099598
0.28188,2772,2,-83.672,6.919,-0.19477,-0.27671,0.032642,0.0038593,-0.072301,0.011853,0.071885
0.2418,2780,2,-83.672,7.2319,-0.2023,-0.3589,0.03822,0.0048406,0.49663,0.35335,0.043953
0.18246,2788,2,-83.672,7.0819,-0.10808,-0.23053,0.02834,0.0034399,0.2059,0.19198,-0.10582
0.2531,2796,2,-83.672,6.5616,0.052658,-0.81708,0.021894,0.0023115,-0.16835,-0.083744,-0.039872
0.32971,2804,2,-83.672,5.9932,0.11088,-1.5748,0.017,0.0014898,-0.03496,-0.021055,0.042914
0.30945,2812,2,-83.672,5.7753,-0.05321,-1.3592,0.015476,0.0010624,0.18186,0.11401,0.0082018
0.19247,2636,2,-73.828,10.254,-0.88828,-0.022935,0.11793,0.02225,0.04783,-0.0067741,-0.048158
0.19151,2644,2,-73.828,11.398,-0.72584,0.014068,0.14873,0.031635,0.033131,0.041936,-0.0020089
0.21236,2652,2,-73.828,9.8656,-0.074351,-0.21676,0.092964,0.017394,0.071264,0.082873,0.038716
0.21834,2660,2,-73.828,7.74,0.08484,-0.14873,0.040899,0.0053917,0.17905,0.21162,0.048665
0.21854,2668,2,-73.828,6.953,0.0077093,-0.081771,0.029959,0.0034425,0.48227,0.3706,-0.014951
0.26207,2676,2,-73.828,7.1269,0.013048,-0.26563,0.035941,0.004307,0.11543,0.11256,-0.035747
0.26937,2684,2,-73.828,7.5193,0.0682,-0.54867,0.043282,0.0058462,-0.26863,-0.16141,-0.011282
0.22914,2692,2,-73.828,7.7062,0.11474,-0.43853,0.045516,0.0065835,-0.0093939,0.013155,0.075839
0.19443,2700,2,-73.828,7.4629,0.089949,0.2047,0.038135,0.0049554,0.38513,0.23482,-0.010223
0.17362,2708,2,-73.828,6.8401,0.092036,1.2201,0.023732,0.0027842,-0.12222,-0.0551,-0.12271
0.27862,2716,2,-73.828,6.17,0.091792,1.9547,0.017761,0.0016404,-0.22684,-0.22407,-0.053547
0.33083,2724,2,-73.828,5.8653,-0.11403,1.7512,0.015715,0.0013415,-0.31484,-0.24512,0.023059
0.24971,2732,2,-73.828,6.0228,-0.24287,1.0244,0.016833,0.0015279,0.015478,-0.080885,-0.016257
0.2593,2740,2,-73.828,6.3775,-0.093124,0.0098468,0.02217,0.0022082,-0.23238,-0.1374,-0.027237
0.27819,2748,2,-73.828,6.6942,0.19339,-0.81153,0.030018,0.0033217,0.089637,0.062255,0.083241
0.21647,2756,2,-73.828,6.9603,0.31267,-0.91829,0.03071,0.0036129,0.24736,0.15713,-0.056147
0.27485,2764,2,-73.828,7.1382,0.21366,-0.56682,0.035776,0.0043017,-0.13631,-0.061695,-0.0099598
0.26866,2772,2,-73.828,7.043,0.065643,-0.12681,0.033254,0.0039777,-0.072301,0.011853,0.071885
0.25003,2780,2,-73.828,6.8094,-0.054885,0.34417,0.030375,0.0033909,0.49663,0.35335,0.043953
0.19499,2788,2,-73.828,6.8719,-0.16736,0.48491,0.026769,0.0031544,0.2059,0.19198,-0.10582
0.23244,2796,2,-73.828,7.0862,-0.17994,-0.16501,0.030936,0.0038714,-0.16835,-0.083744,-0.039872
0.25575,2804,2,-73.828,6.7832,0.0092084,-1.1369,0.027372,0.0029961,-0.03496,-0.021055,0.042914
0.27184,2812,2,-73.828,5.9807,0.17518,-1.1373,0.016629,0.0011722,0.18186,0.11401,0.0082018
0.15686,2636,2,-63.984,8.6689,0.00077291,1.4681,0.053155,0.0074715,0.04783,-0.0067741,-0.048158
0.2181,2644,2,-63.984,7.5863,0.3179,1.635,0.04008,0.0053148,0.033131,0.041936,-0.0020089
0.28385,2652,2,-63.984,7.1156,0.2628,1.1674,0.03565,0.0041386,0.071264,0.082873,0.038716
0.26212,2660,2,-63.984,6.9071,-0.018291,0.71178,0.031039,0.0035223,0.17905,0.21162,0.048665
0.22478,2668,2,-63.984,6.7998,-0.14644,0.33569,0.028035,0.0030979,0.48227,0.3706,-0.014951
0.27414,2676,2,-63.984,6.7433,-0.06363,-0.36176,0.028296,0.0030503,0.11543,0.11256,-0.035747
0.3188,2684,2,-63.984,6.5424,0.15496,-1.1128,0.024423,0.0024392,-0.26863,-0.16141,-0.011282
0.29946,2692,2,-63.984,6.0494,0.36073,-1.2171,0.01705,0.0014688,-0.0093939,0.013155,0.075839
0.32417,2700,2,-63.984,5.4247,0.41823,-0.3692,0.010632,0.00073223,0.38513,0.23482,-0.010223
0.55405,2708,2,-63.984,5.0458,0.35307,0.68048,0.0062996,0.00035605,-0.12222,-0.0551,-0.12271
0.66376,2716,2,-63.984,5.2108,0.22396,1.2435,0.009721,0.00064582,-0.22684,-0.22407,-0.053547
0.34112,2724,2,-63.984,5.8821,0.076583,1.3264,0.017905,0.0016289,-0.31484,-0.24512,0.023059
0.21495,2732,2,-63.984,6.7906,-0.03813,0.92107,0.028893,0.003493,0.015478,-0.080885,-0.016257
0.21476,2740,2,-63.984,7.5754,-0.12978,-0.048805,0.04251,0.0058805,-0.23238,-0.1374,-0.027237
0.24815,2748,2,-63.984,7.9077,-0.18691,-1.0189,0.054772,0.0083742,0.089637,0.062255,0.083241
0.19556,2756,2,-63.984,7.7835,-0.17214,-1.2473,0.044038,0.0062077,0.24736,0.15713,-0.056147
0.25762,2764,2,-63.984,7.4766,-0.11582,-0.66565,0.040943,0.0052084,-0.13631,-0.061695,-0.0099598
0.26181,2772,2,-63.984,7.2625,-0.059681,0.097078,0.037623,0.004829,-0.072301,0.011853,0.071885
0.24729,2780,2,-63.984,7.4015,-0.06576,0.51896,0.043633,0.0059347,0.49663,0.35335,0.043953
0.18483,2788,2,-63.984,8.0905,-0.21702,0.62825,0.05096,0.0080101,0.2059,0.19198,-0.10582
0.20494,2796,2,-63.984,9.088,-0.43771,0.66646,0.077183,0.014079,-0.16835,-0.083744,-0.039872
0.21942,2804,2,-63.984,9.5159,-0.4513,0.48591,0.094123,0.01892,-0.03496,-0.021055,0.042914
0.215,2812,2,-63.984,8.7772,-0.13545,0.12661,0.068463,0.0097436,0.18186,0.11401,0.0082018
0.17857,2636,2,-54.141,7.153,0.20665,1.7137,0.030417,0.003361,0.04783,-0.0067741,-0.048158
0.23743,2644,2,-54.141,7.528,0.073669,0.78601,0.043818,0.0060182,0.033131,0.041936,-0.0020089
0.27033,2652,2,-54.141,7.9541,0.12736,0.14744,0.056676,0.0083408,0.071264,0.082873,0.038716
0.24107,2660,2,-54.141,8.3323,0.26422,-0.04244,0.064094,0.010581,0.17905,0.21162,0.048665
0.20822,2668,2,-54.141,8.8108,0.22985,-0.17737,0.073431,0.013179,0.48227,0.3706,-0.014951
0.21393,2676,2,-54.141,9.2501,0.027415,-0.43594,0.081322,0.013368,0.11543,0.11256,-0.035747
0.22125,2684,2,-54.141,9.1977,0.026288,-1.0837,0.077787,0.013809,-0.26863,-0.16141,-0.011282
0.20483,2692,2,-54.141,8.4932,0.38069,-2.0433,0.057816,0.0094249,-0.0093939,0.013155,0.075839
0.18646,2700,2,-54.141,7.6278,0.51438,-1.8291,0.039438,0.0052084,0.38513,0.23482,-0.010223
0.1726,2708,2,-54.141,7.1042,0.21094,-0.43212,0.028233,0.0035761,-0.12222,-0.0551,-0.12271
0.2405,2716,2,-54.141,6.8567,-0.076484,0.70659,0.028428,0.00332,-0.22684,-0.22407,-0.053547
0.24649,2724,2,-54.141,6.7365,-0.11669,0.92098,0.027521,0.0030703,-0.31484,-0.24512,0.023059
0.20456,2732,2,-54.141,6.7521,0.077869,0.19019,0.02597,0.0029932,0.015478,-0.080885,-0.016257
0.23307,2740,2,-54.141,6.6876,0.28247,-0.6777,0.025367,0.0027222,-0.23238,-0.1374,-0.027237
0.28572,2748,2,-54.141,6.3677,0.21443,-0.84877,0.023416,0.0022873,0.089637,0.062255,0.083241
0.25991,2756,2,-54.141,6.0629,0.031925,-0.61215,0.017667,0.0015334,0.24736,0.15713,-0.056147
0.36467,2764,2,-54.141,6.1496,0.010499,-0.42555,0.021255,0.0019899,-0.13631,-0.061695,-0.0099598
0.29776,2772,2,-54.141,6.6778,0.094443,-0.3559,0.029093,0.003236,-0.072301,0.011853,0.071885
0.24764,2780,2,-54.141,7.1902,0.14848,-0.11855,0.038508,0.0048985,0.49663,0.35335,0.043953
0.18445,2788,2,-54.141,7.2327,0.12962,0.37716,0.03166,0.0040439,0.2059,0.19198,-0.10582
0.23464,2796,2,-54.141,7.1163,0.038332,1.0313,0.032066,0.004065,-0.16835,-0.083744,-0.039872
0.25481,2804,2,-54.141,7.4916,-0.12337,1.5297,0.044969,0.0064748,-0.03496,-0.021055,0.042914
0.24079,2812,2,-54.141,8.3027,-0.28763,1.4491,0.065237,0.0090377,0.18186,0.11401,0.0082018
0.1765,2636,2,-44.297,7.0334,0.28857,0.4027,0.027913,0.0029597,0.04783,-0.0067741,-0.048158
0.24871,2644,2,-44.297,6.9496,0.14148,-0.0093706,0.031743,0.0037933,0.033131,0.041936,-0.0020089
0.29748,2652,2,-44.297,7.0322,-0.056851,-0.38611,0.036166,0.004233,0.071264,0.082873,0.038716
0.25948,2660,2,-44.297,7.3955,-0.32103,-0.45509,0.042914,0.0058073,0.17905,0.21162,0.048665
0.22879,2668,2,-44.297,8.1177,-0.70112,0.057519,0.061757,0.010322,0.48227,0.3706,-0.014951
0.24035,2676,2,-44.297,9.9086,-1.1701,0.55663,0.12465,0.024026,0.11543,0.11256,-0.035747
0.22493,2684,2,-44.297,13.067,-1.3463,0.16184,0.26744,0.069061,-0.26863,-0.16141,-0.011282
0.19126,2692,2,-44.297,14.737,-0.60009,-0.68862,0.31522,0.087412,-0.0093939,0.013155,0.075839
0.15471,2700,2,-44.297,12.42,0.27643,-0.67308,0.15878,0.036951,0.38513,0.23482,-0.010223
0.12997,2708,2,-44.297,8.6069,0.34559,0.43166,0.043381,0.0065857,-0.12222,-0.0551,-0.12271
0.25071,2716,2,-44.297,6.3422,0.1274,1.4391,0.018205,0.0017001,-0.22684,-0.22407,-0.053547
0.32738,2724,2,-44.297,5.9267,-0.13883,1.3513,0.017382,0.0015562,-0.31484,-0.24512,0.023059
0.21733,2732,2,-44.297,6.8735,-0.40715,0.014642,0.03135,0.003919,0.015478,-0.080885,-0.016257
0.20737,2740,2,-44.297,8.3999,-0.30183,-1.443,0.062605,0.01044,-0.23238,-0.1374,-0.027237
0.23259,2748,2,-44.297,9.025,0.11811,-1.2298,0.082814,0.014977,0.089637,0.062255,0.083241
0.18034,2756,2,-44.297,8.0398,0.30359,-0.28789,0.045083,0.0064272,0.24736,0.15713,-0.056147
0.29436,2764,2,-44.297,6.5715,0.2253,-0.4558,0.023582,0.0023242,-0.13631,-0.061695,-0.0099598
0.40642,2772,2,-44.297,5.7743,0.18976,-1.2743,0.014752,0.0011512,-0.072301,0.011853,0.071885
0.33111,2780,2,-44.297,5.7752,0.15791,-1.2851,0.016569,0.0013577,0.49663,0.35335,0.043953
0.22258,2788,2,-44.297,6.2648,0.054561,-0.31818,0.019334,0.0019186,0.2059,0.19198,-0.10582
0.2517,2796,2,-44.297,6.7992,-0.043203,0.77103,0.027625,0.0032916,-0.16835,-0.083744,-0.039872
0.25575,2804,2,-44.297,7.1365,-0.085193,1.4383,0.035839,0.0045607,-0.03496,-0.021055,0.042914
0.243,2812,2,-44.297,7.3653,-0.061242,1.6328,0.040998,0.0042017,0.18186,0.11401,0.0082018
0.18197,2636,2,-34.453,7.2183,-0.10038,-0.21678,0.032368,0.0036824,0.04783,-0.0067741,-0.048158
0.23472,2644,2,-34.453,7.7455,-0.17957,-0.30473,0.048857,0.0069962,0.033131,0.041936,-0.0020089
0.26073,2652,2,-34.453,8.537,-0.31387,-0.16032,0.072453,0.012114,0.071264,0.082873,0.038716
0.22824,2660,2,-34.453,9.1749,-0.38293,0.73189,0.085673,0.01608,0.17905,0.21162,0.048665
0.19805,2668,2,-34.453,9.2333,-0.16467,1.7731,0.081104,0.01514,0.48227,0.3706,-0.014951
0.21365,2676,2,-34.453,8.9077,0.25572,1.4188,0.070433,0.010967,0.11543,0.11256,-0.035747
0.23307,2684,2,-34.453,8.5619,0.50868,0.14988,0.062827,0.010165,-0.26863,-0.16141,-0.011282
0.21396,2692,2,-34.453,8.1592,0.47556,0.13159,0.052435,0.0081301,-0.0093939,0.013155,0.075839
0.18843,2700,2,-34.453,7.4232,0.30886,1.1306,0.035944,0.0045468,0.38513,0.23482,-0.010223
0.18444,2708,2,-34.453,6.5693,0.19653,1.5954,0.020692,0.0022571,-0.12222,-0.0551,-0.12271
0.28015,2716,2,-34.453,6.3396,0.2055,1.1913,0.022318,0.0023012,-0.22684,-0.22407,-0.053547
0.2528,2724,2,-34.453,7.0596,0.11662,0.45986,0.036922,0.0048119,-0.31484,-0.24512,0.023059
0.19196,2732,2,-34.453,8.1835,-0.19439,-0.10681,0.055865,0.0091725,0.015478,-0.080885,-0.016257
0.19375,2740,2,-34.453,8.6056,-0.37231,-0.57974,0.062416,0.010394,-0.23238,-0.1374,-0.027237
0.23849,2748,2,-34.453,8.0808,-0.12377,-0.54353,0.056508,0.0087583,0.089637,0.062255,0.083241
0.19877,2756,2,-34.453,7.7188,0.080523,-0.24777,0.043524,0.0061053,0.24736,0.15713,-0.056147
0.24778,2764,2,-34.453,7.9673,-0.00051551,-0.49341,0.052054,0.0073962,-0.13631,-0.061695,-0.0099598
0.23957,2772,2,-34.453,7.8169,-0.05536,-0.95454,0.046518,0.0066788,-0.072301,0.011853,0.071885
0.23434,2780,2,-34.453,6.7527,0.003368,-1.0242,0.02668,0.0027855,0.49663,0.35335,0.043953
0.27647,2788,2,-34.453,5.5962,0.10073,-0.53752,0.010367,0.00074425,0.2059,0.19198,-0.10582
1.0364,2796,2,-34.453,5.0653,0.25347,0.086457,0.0072555,0.00041931,-0.16835,-0.083744,-0.039872
0.74474,2804,2,-34.453,5.155,0.37764,0.36017,0.0097118,0.00063615,-0.03496,-0.021055,0.042914
0.33593,2812,2,-34.453,5.6993,0.34821,0.33373,0.016148,0.0011267,0.18186,0.11401,0.0082018
0.17825,2636,2,-24.609,7.1797,-0.087596,-0.083522,0.03086,0.0034348,0.04783,-0.0067741,-0.048158
0.24029,2644,2,-24.609,7.166,-0.20352,0.33564,0.035307,0.0044389,0.033131,0.041936,-0.0020089
0.2929,2652,2,-24.609,7.0797,-0.11471,0.32899,0.03654,0.0042975,0.071264,0.082873,0.038716
0.25615,2660,2,-24.609,7.3984,0.18359,0.6108,0.042155,0.0056489,0.17905,0.21162,0.048665
0.21317,2668,2,-24.609,8.0314,0.39884,0.95767,0.053655,0.0084168,0.48227,0.3706,-0.014951
0.22541,2676,2,-24.609,8.3001,0.26832,0.43843,0.057579,0.0082921,0.11543,0.11256,-0.035747
0.24835,2684,2,-24.609,7.7981,0.0076978,-0.387,0.045498,0.0063092,-0.26863,-0.16141,-0.011282
0.23893,2692,2,-24.609,6.8658,0.090504,-0.35266,0.027744,0.0030629,-0.0093939,0.013155,0.075839
0.23144,2700,2,-24.609,6.0987,0.41652,0.28618,0.017683,0.001591,0.38513,0.23482,-0.010223
0.22342,2708,2,-24.609,5.9791,0.49773,0.14417,0.01492,0.0013367,-0.12222,-0.0551,-0.12271
0.26466,2716,2,-24.609,6.6114,0.26058,-0.70841,0.026817,0.0030299,-0.22684,-0.22407,-0.053547
0.2356,2724,2,-24.609,7.2102,0.14475,-1.0534,0.036826,0.0047923,-0.31484,-0.24512,0.023059
0.19496,2732,2,-24.609,6.9281,0.21277,-0.31783,0.027751,0.0032955,0.015478,-0.080885,-0.016257
0.26467,2740,2,-24.609,6.1919,0.17918,0.44785,0.018406,0.0016717,-0.23238,-0.1374,-0.027237
0.34817,2748,2,-24.609,5.8333,0.024768,0.23471,0.016708,0.001379,0.089637,0.062255,0.083241
0.28132,2756,2,-24.609,5.8468,-0.026674,-0.48606,0.015085,0.0012028,0.24736,0.15713,-0.056147
0.40846,2764,2,-24.609,5.8796,0.10528,-0.99147,0.016633,0.0013738,-0.13631,-0.061695,-0.0099598
0.37693,2772,2,-24.609,5.9119,0.26432,-1.0832,0.01674,0.0013854,-0.072301,0.011853,0.071885
0.28995,2780,2,-24.609,6.078,0.31569,-1.0898,0.019735,0.0017779,0.49663,0.35335,0.043953
0.21227,2788,2,-24.609,6.318,0.3043,-1.1262,0.019018,0.0018748,0.2059,0.19198,-0.10582
0.26847,2796,2,-24.609,6.4505,0.24629,-1.0613,0.021622,0.0022729,-0.16835,-0.083744,-0.039872
0.28123,2804,2,-24.609,6.441,0.10518,-1.0089,0.023276,0.0023739,-0.03496,-0.021055,0.042914
0.25887,2812,2,-24.609,6.4623,0.03507,-1.1245,0.024444,0.0018926,0.18186,0.11401,0.0082018
0.18447,2636,2,-14.766,6.7078,0.1179,-0.32536,0.023796,0.0023108,0.04783,-0.0067741,-0.048158
0.2464,2644,2,-14.766,7.43,-0.011081,0.15928,0.043694,0.0059944,0.033131,0.041936,-0.0020089
0.25834,2652,2,-14.766,8.517,-0.19971,0.57592,0.070787,0.011701,0.071264,0.082873,0.038716
0.22421,2660,2,-14.766,8.5307,-0.10606,0.53785,0.063445,0.010426,0.17905,0.21162,0.048665
0.20188,2668,2,-14.766,7.5499,0.20953,-0.22939,0.038851,0.005142,0.48227,0.3706,-0.014951
0.27289,2676,2,-14.766,6.87,0.41772,-1.0539,0.031391,0.0035489,0.11543,0.11256,-0.035747
0.28959,2684,2,-14.766,7.5661,0.10551,-1.1005,0.050679,0.0074058,-0.26863,-0.16141,-0.011282
0.23597,2692,2,-14.766,9.7407,-0.47088,-0.51042,0.11738,0.025658,-0.0093939,0.013155,0.075839
0.18768,2700,2,-14.766,11.485,-0.44015,0.23564,0.16135,0.037712,0.38513,0.23482,-0.010223
0.14304,2708,2,-14.766,10.695,0.033989,0.063793,0.10118,0.021003,-0.12222,-0.0551,-0.12271
0.19102,2716,2,-14.766,8.5772,0.046358,-0.86405,0.056517,0.0093432,-0.22684,-0.22407,-0.053547
0.2182,2724,2,-14.766,7.5034,-0.028826,-1.3539,0.03971,0.0053786,-0.31484,-0.24512,0.023059
0.19003,2732,2,-14.766,7.5537,0.13738,-0.87908,0.039869,0.0055279,0.015478,-0.080885,-0.016257
0.20826,2740,2,-14.766,7.8111,0.24142,-0.29857,0.046578,0.0067556,-0.23238,-0.1374,-0.027237
0.2534,2748,2,-14.766,8.1634,0.11838,-0.39836,0.064093,0.010468,0.089637,0.062255,0.083241
0.19767,2756,2,-14.766,8.9507,-0.12748,-0.81135,0.076519,0.013775,0.24736,0.15713,-0.056147
0.22562,2764,2,-14.766,9.8881,-0.26945,-1.0765,0.10698,0.020302,-0.13631,-0.061695,-0.0099598
0.22059,2772,2,-14.766,10.206,-0.21791,-1.1391,0.11671,0.025335,-0.072301,0.011853,0.071885
0.21129,2780,2,-14.766,9.7702,-0.21712,-1.0591,0.099205,0.019185,0.49663,0.35335,0.043953
0.16058,2788,2,-14.766,9.1825,-0.33647,-0.8924,0.067601,0.011877,0.2059,0.19198,-0.10582
0.19541,2796,2,-14.766,8.8376,-0.35148,-0.69583,0.06465,0.011007,-0.16835,-0.083744,-0.039872
0.22794,2804,2,-14.766,8.7835,-0.24323,-0.69749,0.073909,0.013459,-0.03496,-0.021055,0.042914
0.23455,2812,2,-14.766,9.3179,-0.27222,-1.1962,0.095313,0.016171,0.18186,0.11401,0.0082018
0.1643,2636,2,-4.9219,9.8969,-0.38489,0.81101,0.086314,0.014597,0.04783,-0.0067741,-0.048158
0.19835,2644,2,-4.9219,8.8983,-0.39352,1.0158,0.066918,0.010892,0.033131,0.041936,-0.0020089
0.25292,2652,2,-4.9219,8.2965,-0.22372,1.1601,0.061269,0.0093972,0.071264,0.082873,0.038716
