"Alpha","Points:0","Points:1","Points:2","V:0","V:1","V:2","Wave_Drag","Wave_Drag_2D","Wave_Height","Wave_Height_2D","Wave_slope"
0.22524,2996,2,93.516,9.047,-0.43155,1.4976,0.080748,0.014353,-0.27905,-0.28193,0.050537
0.16205,2820,2,103.36,6.4098,-0.2832,-0.24314,0.018775,0.0018314,-0.0084137,-0.03544,-0.11842
0.20372,2828,2,103.36,6.8684,-0.15939,-0.26451,0.026679,0.0030722,-0.36084,-0.34266,-0.093567
0.24159,2836,2,103.36,7.4403,0.21596,-0.71567,0.041108,0.0057109,-0.60422,-0.43847,0.059212
0.25526,2844,2,103.36,7.9487,0.28591,-1.2735,0.05851,0.0089714,0.14687,0.028991,0.13676
0.19119,2852,2,103.36,8.304,-0.090687,-1.3022,0.054652,0.0077621,0.19066,0.12923,-0.069872
0.22447,2860,2,103.36,8.5462,-0.55683,-0.90046,0.064946,0.011086,-0.13414,0.013993,0.015715
0.2418,2868,2,103.36,8.8079,-0.6795,-0.23725,0.079173,0.014191,0.42985,0.30134,0.087616
0.18818,2876,2,103.36,9.2489,-0.36061,-0.092419,0.078776,0.013776,0.22278,0.15071,-0.093005
0.21219,2884,2,103.36,9.696,0.034692,-1.1641,0.094878,0.018282,-0.41672,-0.22852,-0.0010193
0.20798,2892,2,103.36,9.5055,0.15261,-2.1155,0.087781,0.01688,0.072962,-0.027614,0.056551
0.21106,2900,2,103.36,8.5695,-0.052058,-1.9514,0.06026,0.0092309,-0.04081,0.035223,0.018089
0.19844,2908,2,103.36,7.5733,-0.24663,-1.3061,0.038181,0.0051669,0.30162,0.23285,0.017303
0.20937,2916,2,103.36,7.0086,-0.12576,-0.60507,0.030142,0.0037208,0.23147,0.22215,-0.052538
0.17696,2924,2,103.36,6.8963,0.2114,0.020821,0.02659,0.0032986,0.10543,0.080266,-0.094436
0.24238,2932,2,103.36,7.0132,0.29075,-0.28165,0.033181,0.0038837,-0.17161,-0.19565,-0.04055
0.28368,2940,2,103.36,7.0967,0.033713,-0.88645,0.036581,0.0043408,-0.5929,-0.48894,0.022052
0.248,2948,2,103.36,7.0937,-0.21606,-0.93185,0.033976,0.0042745,-0.39046,-0.36281,0.044719
0.22822,2956,2,103.36,7.0555,-0.29466,-0.80682,0.031295,0.0035861,-0.022113,-0.049499,0.017566
0.21296,2964,2,103.36,6.9946,-0.1899,-0.71865,0.029488,0.0035312,0.18191,0.24644,0.034464
0.18867,2972,2,103.36,6.947,0.074729,-0.54256,0.028938,0.0036277,0.7731,0.61095,0.015013
0.22519,2980,2,103.36,6.9513,0.39042,-0.10462,0.030034,0.0033278,0.3914,0.32674,-0.082915
0.29311,2988,2,103.36,6.9097,0.61864,0.68931,0.031128,0.0034903,-0.37825,-0.23344,-0.014316
0.27163,2996,2,103.36,6.7607,0.6043,1.3055,0.028196,0.0028263,-0.27905,-0.28193,0.050537
0.16313,2820,2,113.2,7.3203,-0.13886,-0.28522,0.034865,0.004501,-0.0084137,-0.03544,-0.11842
0.17161,2828,2,113.2,8.9096,-0.42192,-0.27308,0.068561,0.012131,-0.36084,-0.34266,-0.093567
0.20323,2836,2,113.2,9.9361,-0.43019,-0.7161,0.10478,0.022059,-0.60422,-0.43847,0.059212
0.22686,2844,2,113.2,9.3907,-0.11843,-1.1124,0.091835,0.016959,0.14687,0.028991,0.13676
0.18216,2852,2,113.2,8.1545,0.054625,-0.70277,0.04753,0.0062988,0.19066,0.12923,-0.069872
0.23876,2860,2,113.2,7.5713,0.035202,0.29203,0.042641,0.0060401,-0.13414,0.013993,0.015715
0.25984,2868,2,113.2,7.9103,-0.048309,0.90596,0.058347,0.0091986,0.42985,0.30134,0.087616
0.19855,2876,2,113.2,8.8518,-0.23117,0.31071,0.072271,0.012188,0.22278,0.15071,-0.093005
0.21604,2884,2,113.2,9.5329,-0.28692,-0.87845,0.091627,0.017462,-0.41672,-0.22852,-0.0010193
0.21087,2892,2,113.2,9.0055,-0.072067,-1.0954,0.07343,0.013181,0.072962,-0.027614,0.056551
0.22656,2900,2,113.2,7.586,0.12574,-0.45267,0.039716,0.0049322,-0.04081,0.035223,0.018089
0.22835,2908,2,113.2,6.4862,0.14769,-0.16361,0.02193,0.0022914,0.30162,0.23285,0.017303
0.23707,2916,2,113.2,6.353,0.04683,-0.45114,0.021813,0.0022419,0.23147,0.22215,-0.052538
0.18487,2924,2,113.2,7.0074,-0.1362,-0.79088,0.030254,0.0040026,0.10543,0.080266,-0.094436
0.22827,2932,2,113.2,7.7437,-0.20032,-0.92739,0.04853,0.006898,-0.17161,-0.19565,-0.04055
0.25405,2940,2,113.2,7.8969,-0.021491,-0.78471,0.052841,0.0075127,-0.5929,-0.48894,0.022052
0.23261,2948,2,113.2,7.6155,0.085425,-0.39217,0.043782,0.0062267,-0.39046,-0.36281,0.044719
0.21792,2956,2,113.2,7.3953,-0.012582,0.049002,0.037044,0.0045992,-0.022113,-0.049499,0.017566
0.20847,2964,2,113.2,7.1464,-0.078862,0.22421,0.031633,0.0039332,0.18191,0.24644,0.034464
0.18274,2972,2,113.2,6.5733,-0.017255,-0.20158,0.0221,0.0023714,0.7731,0.61095,0.015013
0.29157,2980,2,113.2,5.9223,0.11179,-1.0273,0.016222,0.0013516,0.3914,0.32674,-0.082915
0.50421,2988,2,113.2,5.7173,0.23464,-1.4203,0.015796,0.0012519,-0.37825,-0.23344,-0.014316
0.33406,2996,2,113.2,6.1919,0.18594,-1.0301,0.022165,0.0019378,-0.27905,-0.28193,0.050537
0.14717,2820,2,123.05,7.8081,-0.31384,-0.41542,0.039488,0.0053646,-0.0084137,-0.03544,-0.11842
0.16892,2828,2,123.05,7.8255,-0.14544,0.39044,0.039209,0.0054304,-0.36084,-0.34266,-0.093567
0.23988,2836,2,123.05,7.0267,0.074142,0.61275,0.02981,0.0034288,-0.60422,-0.43847,0.059212
0.29428,2844,2,123.05,6.3087,0.027637,0.21296,0.023437,0.0022497,0.14687,0.028991,0.13676
0.26374,2852,2,123.05,6.1903,-0.072505,-0.093881,0.020069,0.0018551,0.19066,0.12923,-0.069872
0.28333,2860,2,123.05,6.5532,-0.0019601,-0.083658,0.026252,0.0028487,-0.13414,0.013993,0.015715
0.27441,2868,2,123.05,7.3509,-4.7665e-05,-0.07985,0.04648,0.0065756,0.42985,0.30134,0.087616
0.20421,2876,2,123.05,8.5239,-0.22096,-0.073664,0.065157,0.010486,0.22278,0.15071,-0.093005
0.21954,2884,2,123.05,9.3567,-0.25428,0.087723,0.087559,0.016442,-0.41672,-0.22852,-0.0010193
0.21253,2892,2,123.05,9.0391,0.079956,0.29059,0.075274,0.013651,0.072962,-0.027614,0.056551
0.2217,2900,2,123.05,7.9159,0.29334,0.23941,0.046523,0.0062842,-0.04081,0.035223,0.018089
0.21034,2908,2,123.05,7.0021,0.11671,-0.060009,0.029074,0.0034759,0.30162,0.23285,0.017303
0.21695,2916,2,123.05,6.6112,-0.14387,-0.32169,0.023875,0.0025766,0.23147,0.22215,-0.052538
0.18315,2924,2,123.05,6.3723,-0.18714,-0.39705,0.018646,0.0019252,0.10543,0.080266,-0.094436
0.31004,2932,2,123.05,6.0183,-0.024092,-0.44367,0.017684,0.0015356,-0.17161,-0.19565,-0.04055
0.61095,2940,2,123.05,5.5276,0.13689,-0.58491,0.013285,0.00093893,-0.5929,-0.48894,0.022052
1.1669,2948,2,123.05,5.0772,0.16139,-0.5829,0.0080789,0.00044957,-0.39046,-0.36281,0.044719
0.23275,2956,2,123.05,4.9408,0.15065,-0.26864,0.0073751,0.00040102,-0.022113,-0.049499,0.017566
0.45183,2964,2,123.05,5.227,0.15885,-0.040693,0.0094259,0.00062832,0.18191,0.24644,0.034464
0.21979,2972,2,123.05,5.8269,0.096117,-0.36058,0.014886,0.0012601,0.7731,0.61095,0.015013
0.25797,2980,2,123.05,6.3539,-0.039645,-1.0873,0.022331,0.0021605,0.3914,0.32674,-0.082915
0.33608,2988,2,123.05,6.4318,-0.14098,-1.6119,0.023944,0.002357,-0.37825,-0.23344,-0.014316
0.31141,2996,2,123.05,6.2204,-0.17876,-1.4106,0.019933,0.0016538,-0.27905,-0.28193,0.050537
0.15199,2820,2,132.89,6.8946,-0.070892,0.12063,0.024794,0.0027919,-0.0084137,-0.03544,-0.11842
0.19876,2828,2,132.89,6.9158,0.084536,0.90363,0.026654,0.003068,-0.36084,-0.34266,-0.093567
0.25639,2836,2,132.89,7.0416,0.13664,0.5589,0.033718,0.0041763,-0.60422,-0.43847,0.059212
0.27113,2844,2,132.89,7.5285,0.010147,-0.060643,0.051036,0.0073236,0.14687,0.028991,0.13676
0.1996,2852,2,132.89,8.4125,-0.19348,-0.20071,0.061077,0.0091401,0.19066,0.12923,-0.069872
0.22384,2860,2,132.89,9.2768,-0.32332,-0.031792,0.088292,0.017111,-0.13414,0.013993,0.015715
0.23359,2868,2,132.89,9.4903,-0.31429,0.19811,0.098155,0.019039,0.42985,0.30134,0.087616
0.18175,2876,2,132.89,9.0864,-0.2247,0.57231,0.070331,0.011718,0.22278,0.15071,-0.093005
0.21933,2884,2,132.89,8.4928,-0.035024,0.95614,0.059702,0.009689,-0.41672,-0.22852,-0.0010193
0.22773,2892,2,132.89,7.7657,0.18249,0.77371,0.044755,0.0063719,0.072962,-0.027614,0.056551
0.25284,2900,2,132.89,6.9573,0.27245,0.094797,0.030459,0.0033029,-0.04081,0.035223,0.018089
0.23756,2908,2,132.89,6.3677,0.21653,-0.27792,0.020783,0.0021084,0.30162,0.23285,0.017303
0.23935,2916,2,132.89,6.1811,0.098259,-0.10099,0.018856,0.0018034,0.23147,0.22215,-0.052538
0.19292,2924,2,132.89,6.3536,0.023735,-0.02165,0.019669,0.0020911,0.10543,0.080266,-0.094436
0.26025,2932,2,132.89,6.644,0.068233,-0.44738,0.027536,0.0029729,-0.17161,-0.19565,-0.04055
0.30861,2940,2,132.89,6.7157,0.12702,-0.82369,0.030005,0.0032183,-0.5929,-0.48894,0.022052
0.27993,2948,2,132.89,6.4818,0.11655,-0.83559,0.023873,0.0024618,-0.39046,-0.36281,0.044719
0.28772,2956,2,132.89,6.2078,0.10989,-0.83609,0.019981,0.0018723,-0.022113,-0.049499,0.017566
0.24927,2964,2,132.89,6.2482,0.094809,-1.1405,0.020089,0.0019744,0.18191,0.24644,0.034464
0.20131,2972,2,132.89,6.7636,-0.026364,-1.4291,0.027933,0.00343,0.7731,0.61095,0.015013
0.21833,2980,2,132.89,7.3441,-0.11943,-1.1616,0.037433,0.0045835,0.3914,0.32674,-0.082915
0.27543,2988,2,132.89,7.2063,-0.032767,-0.64482,0.035909,0.0043298,-0.37825,-0.23344,-0.014316
0.28712,2996,2,132.89,6.464,0.061071,-0.48709,0.022996,0.0020469,-0.27905,-0.28193,0.050537
0.15865,2820,2,142.73,6.5838,0.13004,-0.31211,0.021036,0.0021906,-0.0084137,-0.03544,-0.11842
0.20468,2828,2,142.73,6.7423,0.34669,-0.091495,0.023841,0.0025896,-0.36084,-0.34266,-0.093567
0.28021,2836,2,142.73,6.4805,0.38273,-0.61802,0.022826,0.0022701,-0.60422,-0.43847,0.059212
0.3097,2844,2,142.73,6.1657,0.22426,-0.95046,0.02192,0.0020306,0.14687,0.028991,0.13676
0.26897,2852,2,142.73,6.1428,0.053868,-0.60384,0.019545,0.0017834,0.19066,0.12923,-0.069872
0.28838,2860,2,142.73,6.3605,0.015327,0.14162,0.022374,0.0022399,-0.13414,0.013993,0.015715
0.27801,2868,2,142.73,6.6181,0.091864,0.75036,0.028836,0.0031654,0.42985,0.30134,0.087616
0.22967,2876,2,142.73,6.8759,0.15336,0.92276,0.029699,0.0032074,0.22278,0.15071,-0.093005
0.26244,2884,2,142.73,7.2542,0.11311,0.85398,0.038135,0.0050922,-0.41672,-0.22852,-0.0010193
0.24492,2892,2,142.73,7.7585,-0.068306,0.67682,0.049716,0.0074535,0.072962,-0.027614,0.056551
0.2349,2900,2,142.73,8.1414,-0.23927,0.3526,0.057155,0.0085363,-0.04081,0.035223,0.018089
0.20375,2908,2,142.73,8.2621,-0.1947,-0.094127,0.056087,0.0089856,0.30162,0.23285,0.017303
0.20205,2916,2,142.73,8.3684,-0.074896,-0.29718,0.059291,0.010085,0.23147,0.22215,-0.052538
0.16447,2924,2,142.73,8.4324,-0.039396,-0.13545,0.05429,0.0093701,0.10543,0.080266,-0.094436
0.21086,2932,2,142.73,7.9292,-0.049225,-0.080002,0.047824,0.0067498,-0.17161,-0.19565,-0.04055
0.2828,2940,2,142.73,6.9234,-0.035883,-0.31273,0.031176,0.0034152,-0.5929,-0.48894,0.022052
0.30741,2948,2,142.73,6.1675,0.028127,-0.70898,0.018987,0.0017179,-0.39046,-0.36281,0.044719
0.30801,2956,2,142.73,6.0563,0.027922,-1.1837,0.018375,0.00165,-0.022113,-0.049499,0.017566
0.24079,2964,2,142.73,6.4404,-0.10978,-1.6177,0.022824,0.0023925,0.18191,0.24644,0.034464
0.19741,2972,2,142.73,7.0052,-0.18957,-1.7129,0.031606,0.0041457,0.7731,0.61095,0.015013
0.21753,2980,2,142.73,7.4019,-0.099242,-1.0105,0.03854,0.0047824,0.3914,0.32674,-0.082915
0.27023,2988,2,142.73,7.5048,-0.06215,0.01882,0.043325,0.0057358,-0.37825,-0.23344,-0.014316
0.24626,2996,2,142.73,7.6325,-0.19721,0.17395,0.045858,0.0061639,-0.27905,-0.28193,0.050537
0.14502,2820,2,152.58,7.317,0.10417,-1.112,0.030094,0.0036514,-0.0084137,-0.03544,-0.11842
0.18913,2828,2,152.58,6.9648,-0.026086,-0.41855,0.025655,0.002899,-0.36084,-0.34266,-0.093567
0.29927,2836,2,152.58,6.2762,-0.088626,-0.63441,0.019517,0.0017903,-0.60422,-0.43847,0.059212
0.35467,2844,2,152.58,5.7573,0.014175,-1.2186,0.015956,0.0012476,0.14687,0.028991,0.13676
0.34091,2852,2,152.58,5.6618,0.080613,-1.1078,0.014099,0.0010813,0.19066,0.12923,-0.069872
0.34295,2860,2,152.58,5.917,0.0136,-0.33839,0.016965,0.0014542,-0.13414,0.013993,0.015715
0.29848,2868,2,152.58,6.3257,-0.035063,0.19957,0.024865,0.0025049,0.42985,0.30134,0.087616
0.23604,2876,2,152.58,6.7988,-0.042857,0.16239,0.029127,0.003115,0.22278,0.15071,-0.093005
0.25966,2884,2,152.58,7.3107,-0.073801,0.15034,0.038989,0.0052512,-0.41672,-0.22852,-0.0010193
0.2419,2892,2,152.58,7.6222,-0.033544,0.53053,0.045026,0.00643,0.072962,-0.027614,0.056551
0.24131,2900,2,152.58,7.5119,0.10024,0.75626,0.041661,0.0053053,-0.04081,0.035223,0.018089
0.21239,2908,2,152.58,7.112,0.16535,0.26007,0.031741,0.0039475,0.30162,0.23285,0.017303
0.21596,2916,2,152.58,6.6451,0.18703,-0.41139,0.02432,0.0026489,0.23147,0.22215,-0.052538
0.18837,2924,2,152.58,6.1828,0.27438,-0.38535,0.016305,0.0015728,0.10543,0.080266,-0.094436
0.34639,2932,2,152.58,5.8336,0.28604,0.057615,0.016057,0.0013268,-0.17161,-0.19565,-0.04055
0.46409,2940,2,152.58,5.809,0.12411,0.01763,0.01759,0.0014533,-0.5929,-0.48894,0.022052
0.32636,2948,2,152.58,6.1053,-0.024052,-0.70102,0.019695,0.0018183,-0.39046,-0.36281,0.044719
0.26986,2956,2,152.58,6.4007,-0.025334,-1.4346,0.022739,0.0022718,-0.022113,-0.049499,0.017566
0.23526,2964,2,152.58,6.3686,-0.0022345,-1.5306,0.020668,0.0020592,0.18191,0.24644,0.034464
0.19871,2972,2,152.58,6.0062,-0.024463,-1.2468,0.015611,0.0013628,0.7731,0.61095,0.015013
0.33705,2980,2,152.58,5.6962,0.026395,-0.8773,0.014631,0.0011557,0.3914,0.32674,-0.082915
0.42643,2988,2,152.58,5.9885,0.078104,-0.46062,0.020492,0.0018606,-0.37825,-0.23344,-0.014316
0.27697,2996,2,152.58,7.2498,-0.12964,-0.29073,0.04319,0.0056091,-0.27905,-0.28193,0.050537
0.13494,2820,2,162.42,7.9391,0.12254,-0.98039,0.037872,0.0050576,-0.0084137,-0.03544,-0.11842
0.18517,2828,2,162.42,7.0402,0.31001,-0.26734,0.026359,0.0030165,-0.36084,-0.34266,-0.093567
0.26543,2836,2,162.42,6.701,0.037567,-0.094176,0.026334,0.0028191,-0.60422,-0.43847,0.059212
0.27423,2844,2,162.42,6.8242,-0.22595,-0.62507,0.032955,0.0038124,0.14687,0.028991,0.13676
0.22299,2852,2,162.42,6.7417,-0.1717,-0.73708,0.026255,0.0027376,0.19066,0.12923,-0.069872
0.28933,2860,2,162.42,6.2254,-0.0093128,-0.17417,0.018991,0.0017313,-0.13414,0.013993,0.015715
0.35436,2868,2,162.42,5.6495,0.11666,0.029734,0.013903,0.0010191,0.42985,0.30134,0.087616
0.52281,2876,2,162.42,5.2757,0.25484,-0.51246,0.0099932,0.00062326,0.22278,0.15071,-0.093005
1.0423,2884,2,162.42,5.1167,0.33899,-0.7833,0.0080711,0.00047355,-0.41672,-0.22852,-0.0010193
0.86489,2892,2,162.42,5.1494,0.25798,-0.16422,0.0093465,0.00056231,0.072962,-0.027614,0.056551
0.63934,2900,2,162.42,5.2843,0.063879,0.46445,0.011158,0.00073838,-0.04081,0.035223,0.018089
0.35806,2908,2,162.42,5.421,-0.12023,0.36082,0.010479,0.00073406,0.30162,0.23285,0.017303
0.32241,2916,2,162.42,5.5118,-0.15854,-0.23051,0.011453,0.00085104,0.23147,0.22215,-0.052538
0.24058,2924,2,162.42,5.5722,-0.041493,-0.71489,0.010465,0.00077904,0.10543,0.080266,-0.094436
0.35996,2932,2,162.42,5.7894,0.062947,-0.88243,0.016154,0.0013397,-0.17161,-0.19565,-0.04055
0.35453,2940,2,162.42,6.3202,0.067134,-0.99469,0.024822,0.0024058,-0.5929,-0.48894,0.022052
0.26487,2948,2,162.42,6.8052,0.089848,-1.2827,0.029756,0.0034717,-0.39046,-0.36281,0.044719
0.2406,2956,2,162.42,6.7469,0.18047,-1.6883,0.026501,0.0028332,-0.022113,-0.049499,0.017566
0.23386,2964,2,162.42,6.379,0.18035,-1.6049,0.02068,0.002061,0.18191,0.24644,0.034464
0.19703,2972,2,162.42,6.2754,0.038752,-1.0727,0.019469,0.0019417,0.7731,0.61095,0.015013
0.25134,2980,2,162.42,6.4458,-0.11108,-0.70637,0.023406,0.0023106,0.3914,0.32674,-0.082915
0.33028,2988,2,162.42,6.5185,-0.12964,-0.74543,0.025705,0.0026197,-0.37825,-0.23344,-0.014316
0.29501,2996,2,162.42,6.4365,-0.043488,-0.90414,0.023465,0.0021148,-0.27905,-0.28193,0.050537
0.15803,2820,2,172.27,8.4267,-0.38729,-0.83329,0.05646,0.0088023,-0.0084137,-0.03544,-0.11842
0.15784,2828,2,172.27,9.3567,-0.11941,-0.2702,0.073211,0.013285,-0.36084,-0.34266,-0.093567
0.20292,2836,2,172.27,8.6305,0.32471,-0.14106,0.061323,0.010464,-0.60422,-0.43847,0.059212
0.245,2844,2,172.27,7.3688,0.23851,-0.099736,0.040155,0.0051328,0.14687,0.028991,0.13676
0.2299,2852,2,172.27,6.6184,0.0017656,0.14967,0.024677,0.002501,0.19066,0.12923,-0.069872
0.27869,2860,2,172.27,6.5483,-0.050887,0.22708,0.025449,0.0027193,-0.13414,0.013993,0.015715
0.27119,2868,2,172.27,7.1398,-0.11569,-0.24492,0.040167,0.0052624,0.42985,0.30134,0.087616
0.20284,2876,2,172.27,7.9412,-0.21016,-0.87635,0.048506,0.0067351,0.22278,0.15071,-0.093005
0.22935,2884,2,172.27,7.9833,-0.098615,-0.977,0.048977,0.007289,-0.41672,-0.22852,-0.0010193
0.24212,2892,2,172.27,7.1463,0.15278,-0.58329,0.032806,0.0039496,0.072962,-0.027614,0.056551
0.28997,2900,2,172.27,6.4808,0.25644,-0.26271,0.024683,0.0024395,-0.04081,0.035223,0.018089
0.23568,2908,2,172.27,6.7494,0.055915,-0.040723,0.028469,0.0033682,0.30162,0.23285,0.017303
0.21281,2916,2,172.27,7.5807,-0.24042,0.17651,0.043351,0.0063868,0.23147,0.22215,-0.052538
0.16706,2924,2,172.27,7.9971,-0.31648,0.15412,0.045559,0.0072901,0.10543,0.080266,-0.094436
0.21901,2932,2,172.27,7.7938,-0.19687,-0.55796,0.04693,0.0065605,-0.17161,-0.19565,-0.04055
0.25878,2940,2,172.27,7.9473,-0.15892,-1.6057,0.05604,0.0081756,-0.5929,-0.48894,0.022052
0.22213,2948,2,172.27,8.7984,-0.20651,-1.8028,0.075103,0.013454,-0.39046,-0.36281,0.044719
0.19051,2956,2,172.27,8.942,-0.073383,-1.2494,0.067921,0.011357,-0.022113,-0.049499,0.017566
0.18779,2964,2,172.27,7.6654,0.071738,-0.90412,0.037365,0.0050884,0.18191,0.24644,0.034464
0.17671,2972,2,172.27,6.2948,0.058278,-0.81863,0.017442,0.0016374,0.7731,0.61095,0.015013
0.31103,2980,2,172.27,5.8096,0.043372,-0.64516,0.015176,0.0012187,0.3914,0.32674,-0.082915
0.47578,2988,2,172.27,5.7814,0.069995,-0.54804,0.015862,0.0012604,-0.37825,-0.23344,-0.014316
0.45537,2996,2,172.27,5.6084,0.080917,-0.73312,0.012873,0.00088428,-0.27905,-0.28193,0.050537
0.14714,2820,2,182.11,6.7333,0.027908,-0.89305,0.021361,0.0022429,-0.0084137,-0.03544,-0.11842
0.21699,2828,2,182.11,6.5044,0.19052,-0.36368,0.020706,0.0021086,-0.36084,-0.34266,-0.093567
0.28967,2836,2,182.11,6.4165,0.2362,-0.60125,0.022524,0.0022229,-0.60422,-0.43847,0.059212
0.29383,2844,2,182.11,6.4654,0.1203,-0.4106,0.027184,0.0028438,0.14687,0.028991,0.13676
0.23185,2852,2,182.11,6.6942,0.011707,0.18612,0.026804,0.0028206,0.19066,0.12923,-0.069872
0.2601,2860,2,182.11,6.8756,-0.0706,0.31951,0.030089,0.0035386,-0.13414,0.013993,0.015715
0.26538,2868,2,182.11,6.9098,-0.22075,0.019728,0.033451,0.0039669,0.42985,0.30134,0.087616
0.22197,2876,2,182.11,7.0108,-0.35776,-0.025839,0.031216,0.003447,0.22278,0.15071,-0.093005
0.25628,2884,2,182.11,7.2364,-0.28845,0.19328,0.03618,0.0047167,-0.41672,-0.22852,-0.0010193
0.24561,2892,2,182.11,7.2107,-0.015609,-0.077135,0.035223,0.0044174,0.072962,-0.027614,0.056551
0.26852,2900,2,182.11,6.674,0.23136,-0.82752,0.026288,0.0026777,-0.04081,0.035223,0.018089
0.25823,2908,2,182.11,6.1042,0.28086,-1.1346,0.017878,0.0016583,0.30162,0.23285,0.017303
0.2492,2916,2,182.11,6.3199,0.19882,-0.74442,0.022857,0.0024159,0.23147,0.22215,-0.052538
0.19045,2924,2,182.11,7.6019,0.024098,-0.19284,0.044281,0.0069905,0.10543,0.080266,-0.094436
0.21732,2932,2,182.11,9.1087,-0.20311,-0.11102,0.085935,0.01576,-0.17161,-0.19565,-0.04055
0.22592,2940,2,182.11,9.3836,-0.2977,-0.47177,0.089793,0.015928,-0.5929,-0.48894,0.022052
0.20987,2948,2,182.11,8.3665,-0.26125,-0.45763,0.056652,0.0090463,-0.39046,-0.36281,0.044719
0.21182,2956,2,182.11,7.4128,-0.19159,0.20559,0.035889,0.0043867,-0.022113,-0.049499,0.017566
0.21037,2964,2,182.11,7.0907,-0.16341,0.48574,0.030903,0.0037933,0.18191,0.24644,0.034464
0.18546,2972,2,182.11,6.9487,-0.12505,0.042571,0.028396,0.0035211,0.7731,0.61095,0.015013
0.22963,2980,2,182.11,6.7188,-0.01886,-0.52242,0.025899,0.0026724,0.3914,0.32674,-0.082915
0.32561,2988,2,182.11,6.5258,0.067635,-0.79766,0.025133,0.0025281,-0.37825,-0.23344,-0.014316
0.29369,2996,2,182.11,6.4316,0.084022,-0.89941,0.02314,0.0020677,-0.27905,-0.28193,0.050537
0.13454,2820,2,191.95,8.1834,-0.083743,-0.1138,0.04212,0.0058612,-0.0084137,-0.03544,-0.11842
0.17028,2828,2,191.95,7.6877,-0.13539,-0.2496,0.036514,0.0048824,-0.36084,-0.34266,-0.093567
0.23166,2836,2,191.95,7.3505,-0.054747,-0.77454,0.036131,0.0046633,-0.60422,-0.43847,0.059212
0.26155,2844,2,191.95,6.9498,0.20423,-1.0496,0.033644,0.0039295,0.14687,0.028991,0.13676
0.2327,2852,2,191.95,6.5374,0.35274,-0.64457,0.023372,0.0023058,0.19066,0.12923,-0.069872
0.29326,2860,2,191.95,6.2566,0.27366,-0.12411,0.020351,0.0019339,-0.13414,0.013993,0.015715
0.29876,2868,2,191.95,6.3249,0.13672,0.044407,0.024873,0.0025061,0.42985,0.30134,0.087616
0.23685,2876,2,191.95,6.9396,0.037471,0.063791,0.032669,0.0036884,0.22278,0.15071,-0.093005
0.24857,2884,2,191.95,7.997,-0.05393,0.15578,0.055947,0.0088383,-0.41672,-0.22852,-0.0010193
0.22634,2892,2,191.95,8.8534,-0.12025,0.11515,0.076221,0.013892,0.072962,-0.027614,0.056551
0.21428,2900,2,191.95,8.7572,-0.12804,-0.16099,0.067067,0.010775,-0.04081,0.035223,0.018089
0.19214,2908,2,191.95,7.7749,-0.12784,-0.52212,0.040776,0.0056913,0.30162,0.23285,0.017303
0.20615,2916,2,191.95,6.76,-0.13802,-0.89966,0.024884,0.0027455,0.23147,0.22215,-0.052538
0.18723,2924,2,191.95,6.3068,-0.045914,-1.1533,0.018149,0.0018501,0.10543,0.080266,-0.094436
0.2848,2932,2,191.95,6.3163,0.21017,-0.98001,0.022827,0.0022592,-0.17161,-0.19565,-0.04055
0.33135,2940,2,191.95,6.5457,0.38525,-0.45611,0.028715,0.0030043,-0.5929,-0.48894,0.022052
0.26591,2948,2,191.95,7.064,0.24659,-0.038874,0.037282,0.0049092,-0.39046,-0.36281,0.044719
0.22385,2956,2,191.95,8.0665,-0.034583,0.31953,0.056977,0.0087305,-0.022113,-0.049499,0.017566
0.20821,2964,2,191.95,9.4059,-0.21356,0.60428,0.093082,0.01913,0.18191,0.24644,0.034464
0.18859,2972,2,191.95,10.395,-0.20067,0.61089,0.11907,0.026654,0.7731,0.61095,0.015013
0.1756,2980,2,191.95,10.296,-0.084151,0.36956,0.10061,0.018598,0.3914,0.32674,-0.082915
0.21585,2988,2,191.95,9.2208,-0.065646,0.11911,0.075827,0.01285,-0.37825,-0.23344,-0.014316
0.22034,2996,2,191.95,8.0094,-0.15268,-0.045747,0.048143,0.006644,-0.27905,-0.28193,0.050537
0.14703,2820,2,201.8,8.2189,-0.112,0.74953,0.047349,0.0068714,-0.0084137,-0.03544,-0.11842
0.17058,2828,2,201.8,8.5262,-0.35206,0.80014,0.057152,0.0093702,-0.36084,-0.34266,-0.093567
0.21538,2836,2,201.8,9.3573,-0.4446,-0.0035862,0.091721,0.0184,-0.60422,-0.43847,0.059212
0.23673,2844,2,201.8,10.139,-0.19005,-1.096,0.12642,0.026278,0.14687,0.028991,0.13676
0.17029,2852,2,201.8,9.892,0.22561,-1.2443,0.088605,0.01587,0.19066,0.12923,-0.069872
0.20839,2860,2,201.8,8.8221,0.31593,-0.73662,0.066104,0.011367,-0.13414,0.013993,0.015715
0.23989,2868,2,201.8,8.0599,0.17171,-0.69913,0.056132,0.0087022,0.42985,0.30134,0.087616
0.19943,2876,2,201.8,7.9952,0.13303,-1.0481,0.04866,0.0067677,0.22278,0.15071,-0.093005
0.23346,2884,2,201.8,8.1083,0.16078,-0.85511,0.053888,0.0083763,-0.41672,-0.22852,-0.0010193
0.23164,2892,2,201.8,7.9628,0.11814,-0.0064255,0.05122,0.0077867,0.072962,-0.027614,0.056551
0.23813,2900,2,201.8,7.6462,0.019824,0.73998,0.044336,0.0058385,-0.04081,0.035223,0.018089
