"Alpha","Points:0","Points:1","Points:2","V:0","V:1","V:2","Wave_Drag","Wave_Drag_2D","Wave_Height","Wave_Height_2D","Wave_slope"
0.41318,76,2,428.2,9.9382,-0.4889,0.96691,0.2347,0.043567,-0.4789,-0.31728,-0.12278
0.45032,84,2,428.2,11.186,-0.21102,0.61864,0.34785,0.068544,-0.25504,-0.24134,0.037108
0.38798,92,2,428.2,10.301,0.042339,1.3327,0.22025,0.03691,0.051028,-0.0045628,0.00053704
0.46382,100,2,428.2,8.0373,-0.067449,1.7051,0.10439,0.013525,0.023547,0.075917,0.0020109
0.67816,108,2,428.2,6.6066,-0.23637,0.85902,0.068113,0.0069645,0.31029,0.21661,0.067077
0.5339,116,2,428.2,6.7038,0.029612,-0.67391,0.063676,0.0070219,0.034983,0.04586,-0.15346
0.5266,124,2,428.2,7.4567,0.20018,-0.61986,0.096591,0.012268,-0.17506,-0.13862,-0.092634
0.59208,132,2,428.2,7.7439,-0.012968,0.62201,0.12191,0.016416,-0.16649,-0.094853,0.12029
0.53247,140,2,428.2,7.2407,-0.10555,0.16838,0.085432,0.0099584,0.27188,0.14726,-0.022285
0.62618,148,2,428.2,6.5873,0.039252,-1.1071,0.06267,0.0062811,-0.03747,0.015611,-0.056514
0.68334,156,2,428.2,6.2727,0.057919,-0.80094,0.051981,0.0047386,-0.028332,-0.031844,0.029096
0.84407,164,2,428.2,6.0005,-0.18946,0.81646,0.047313,0.0038269,-0.040266,-0.065584,-0.0027657
1.0018,172,2,428.2,5.5897,-0.45822,1.7549,0.034893,0.0024613,-0.20411,-0.106,0.0936
0.91038,180,2,428.2,5.7051,-0.58278,0.76312,0.04141,0.0032464,0.22068,0.066434,0.024059
0.71138,188,2,428.2,6.5126,-0.27869,-1.388,0.06615,0.0048201,-0.28,-0.093376,-0.066642
0.6694,4,2,438.05,6.9729,-0.29353,-0.54973,0.084856,0.0072686,-0.10782,-0.099162,0.077152
0.51532,12,2,438.05,7.2495,-0.15421,0.13149,0.085788,0.010169,0.33604,0.25493,-2.9529e-05
0.54646,20,2,438.05,7.3543,-0.16401,0.51281,0.095469,0.0119,0.29322,0.27512,0.012362
0.51239,28,2,438.05,7.4151,-0.27723,0.94455,0.092684,0.011564,0.14178,0.05951,-0.10101
0.60543,36,2,438.05,7.6452,-0.19814,1.6919,0.11692,0.015208,-0.50326,-0.35637,-0.0016793
0.54588,44,2,438.05,7.9797,0.089213,1.9227,0.12804,0.017505,-0.26691,-0.24185,0.056926
0.56894,52,2,438.05,8.1762,0.25607,1.5306,0.14942,0.020852,0.11985,0.11555,0.11691
0.51736,60,2,438.05,8.5444,-0.006968,1.5377,0.17129,0.027629,0.48079,0.385,0.059347
0.37724,68,2,438.05,9.7608,-0.58587,2.0461,0.2031,0.034205,0.267,0.17831,-0.23125
0.37411,76,2,438.05,10.889,-0.59774,2.0692,0.26866,0.051146,-0.4789,-0.31728,-0.12278
0.44399,84,2,438.05,9.8186,0.30436,1.7417,0.2117,0.037315,-0.25504,-0.24134,0.037108
0.48552,92,2,438.05,7.1934,0.94047,1.8806,0.071815,0.0078032,0.051028,-0.0045628,0.00053704
0.68209,100,2,438.05,6.441,0.2469,2.0088,0.072633,0.0079893,0.023547,0.075917,0.0020109
0.60995,108,2,438.05,9.6643,-1.3375,1.7811,0.32731,0.05765,0.31029,0.21661,0.067077
0.37319,116,2,438.05,13.54,-1.4423,0.8652,0.52265,0.10532,0.034983,0.04586,-0.15346
0.35846,124,2,438.05,12.831,0.22267,0.2235,0.388,0.074516,-0.17506,-0.13862,-0.092634
0.47939,132,2,438.05,9.3771,0.81026,0.67198,0.18241,0.028668,-0.16649,-0.094853,0.12029
0.51132,140,2,438.05,7.4572,0.29846,0.66308,0.091002,0.010913,0.27188,0.14726,-0.022285
0.60842,148,2,438.05,6.7797,-0.13149,-0.21193,0.070744,0.0075291,-0.03747,0.015611,-0.056514
0.71174,156,2,438.05,6.1442,-0.0034074,-0.4343,0.04842,0.0042586,-0.028332,-0.031844,0.029096
1.0416,164,2,438.05,5.633,0.40598,0.74675,0.040719,0.0030456,-0.040266,-0.065584,-0.0027657
0.83483,172,2,438.05,6.1329,0.20965,1.7938,0.06446,0.0063042,-0.20411,-0.106,0.0936
0.58496,180,2,438.05,8.3279,-0.69775,1.6442,0.17718,0.026411,0.22068,0.066434,0.024059
0.48862,188,2,438.05,10.075,-0.91402,0.67427,0.24881,0.032716,-0.28,-0.093376,-0.066642
0.90652,4,2,447.89,5.7807,0.25282,-0.40083,0.038933,0.0023262,-0.10782,-0.099162,0.077152
0.87737,12,2,447.89,5.411,0.34498,-0.27214,0.027915,0.0018965,0.33604,0.25493,-2.9529e-05
0.91916,20,2,447.89,5.3354,0.19929,0.32431,0.027888,0.0018921,0.29322,0.27512,0.012362
0.80498,28,2,447.89,5.6382,0.12623,0.97032,0.03481,0.0026703,0.14178,0.05951,-0.10101
0.86902,36,2,447.89,6.0324,0.15161,1.3842,0.050456,0.0043983,-0.50326,-0.35637,-0.0016793
0.7531,44,2,447.89,6.2168,0.068678,1.3178,0.052951,0.0048298,-0.26691,-0.24185,0.056926
0.73867,52,2,447.89,6.2815,-0.1159,1.0806,0.05922,0.0054762,0.11985,0.11555,0.11691
0.59048,60,2,447.89,6.4302,-0.11194,1.2992,0.058559,0.00597,0.48079,0.385,0.059347
0.46449,68,2,447.89,6.6067,0.1926,1.8313,0.052662,0.0055804,0.267,0.17831,-0.23125
0.51658,76,2,447.89,6.7228,0.55789,1.8191,0.057035,0.0063572,-0.4789,-0.31728,-0.12278
0.60423,84,2,447.89,6.9522,0.49608,1.1543,0.080925,0.0098233,-0.25504,-0.24134,0.037108
0.50861,92,2,447.89,7.5576,0.027137,0.60211,0.10356,0.013115,0.051028,-0.0045628,0.00053704
0.51226,100,2,447.89,8.0143,-0.13757,1.0009,0.12583,0.017554,0.023547,0.075917,0.0020109
0.59958,108,2,447.89,7.444,0.17432,2.1181,0.1018,0.012626,0.31029,0.21661,0.067077
0.57343,116,2,447.89,6.0342,0.60872,2.4081,0.032752,0.0025542,0.034983,0.04586,-0.15346
0.76006,124,2,447.89,4.8393,0.59663,1.0589,0.01312,0.0005621,-0.17506,-0.13862,-0.092634
0.76006,132,2,447.89,4.4563,0.34959,-0.31318,0.011237,0.00036785,-0.16649,-0.094853,0.12029
0.76006,140,2,447.89,4.6307,0.21439,-0.32046,0.01475,0.00064657,0.27188,0.14726,-0.022285
0.76006,148,2,447.89,4.858,0.19252,-0.086757,0.018727,0.00093682,-0.03747,0.015611,-0.056514
0.76006,156,2,447.89,4.8083,0.25645,-0.48921,0.016931,0.00079726,-0.028332,-0.031844,0.029096
0.76006,164,2,447.89,4.605,0.30378,-0.68858,0.015468,0.00065103,-0.040266,-0.065584,-0.0027657
0.76006,172,2,447.89,4.6514,0.20731,-0.21585,0.016933,0.00073444,-0.20411,-0.106,0.0936
1.3042,180,2,447.89,5.213,0.098206,0.7113,0.029461,0.0018994,0.22068,0.066434,0.024059
0.77115,188,2,447.89,6.262,0.12515,1.5837,0.060054,0.0041628,-0.28,-0.093376,-0.066642
0.59537,4,2,457.73,7.9049,-0.18039,-0.45956,0.12898,0.014155,-0.10782,-0.099162,0.077152
0.48688,12,2,457.73,7.6191,0.018132,-0.47865,0.097498,0.012254,0.33604,0.25493,-2.9529e-05
0.5864,20,2,457.73,6.5713,0.21052,0.011094,0.060365,0.0061002,0.29322,0.27512,0.012362
0.80305,28,2,457.73,5.6217,0.23229,0.18855,0.032035,0.0023533,0.14178,0.05951,-0.10101
1.3906,36,2,457.73,5.3526,0.19851,0.268,0.031216,0.0021054,-0.50326,-0.35637,-0.0016793
1.0711,44,2,457.73,5.5434,0.12474,0.63462,0.03461,0.0025089,-0.26691,-0.24185,0.056926
0.86586,52,2,457.73,5.8348,-0.015687,1.1736,0.046209,0.0038177,0.11985,0.11555,0.11691
0.63801,60,2,457.73,6.0868,-0.079911,1.509,0.048851,0.0045405,0.48079,0.385,0.059347
0.50624,68,2,457.73,6.2976,0.01771,1.0995,0.046297,0.0046326,0.267,0.17831,-0.23125
0.54565,76,2,457.73,6.5641,0.092461,-0.037751,0.055159,0.0060649,-0.4789,-0.31728,-0.12278
0.60077,84,2,457.73,7.0379,-0.050699,-0.55065,0.086184,0.010771,-0.25504,-0.24134,0.037108
0.50321,92,2,457.73,7.4885,-0.13695,0.18195,0.096547,0.011881,0.051028,-0.0045628,0.00053704
0.53685,100,2,457.73,7.3831,0.057345,1.4564,0.093306,0.011523,0.023547,0.075917,0.0020109
0.65759,108,2,457.73,7.0346,0.15403,2.1826,0.092309,0.010948,0.31029,0.21661,0.067077
0.49135,116,2,457.73,7.3274,-0.13594,1.7466,0.087889,0.011233,0.034983,0.04586,-0.15346
0.49202,124,2,457.73,8.1192,-0.43615,0.65785,0.12792,0.018314,-0.17506,-0.13862,-0.092634
0.55904,132,2,457.73,8.5206,-0.43507,-0.11924,0.16829,0.025701,-0.16649,-0.094853,0.12029
0.48766,140,2,457.73,8.3173,-0.27803,-0.11181,0.13733,0.019474,0.27188,0.14726,-0.022285
0.53106,148,2,457.73,7.7324,-0.14454,0.18305,0.10789,0.013827,-0.03747,0.015611,-0.056514
0.60193,156,2,457.73,6.7322,-0.02695,-0.15002,0.064133,0.0065198,-0.028332,-0.031844,0.029096
1.0883,164,2,457.73,5.5678,0.13757,-0.99572,0.034421,0.0023351,-0.040266,-0.065584,-0.0027657
0.76006,172,2,457.73,4.9142,0.20153,-1.2538,0.020307,0.0010382,-0.20411,-0.106,0.0936
1.3882,180,2,457.73,5.1591,0.01017,-0.51598,0.027401,0.0016927,0.22068,0.066434,0.024059
0.90402,188,2,457.73,5.8084,-0.16562,0.55415,0.04331,0.0026355,-0.28,-0.093376,-0.066642
0.61994,4,2,467.58,7.3701,-0.16746,0.566,0.097603,0.0090827,-0.10782,-0.099162,0.077152
0.52902,12,2,467.58,6.869,-0.14676,0.63666,0.06772,0.0071793,0.33604,0.25493,-2.9529e-05
0.59794,20,2,467.58,6.4941,-0.14511,0.80182,0.058531,0.0058244,0.29322,0.27512,0.012362
0.64411,28,2,467.58,6.0652,-0.10791,0.62711,0.041315,0.0034635,0.14178,0.05951,-0.10101
1.5927,36,2,467.58,5.28,0.0367,0.24171,0.025503,0.0015319,-0.50326,-0.35637,-0.0016793
0.76006,44,2,467.58,4.483,0.18362,0.069124,0.011184,0.0003836,-0.26691,-0.24185,0.056926
0.76006,52,2,467.58,4.3975,0.21216,0.24332,0.012928,0.0004859,0.11985,0.11555,0.11691
0.82666,60,2,467.58,5.4634,0.034514,0.44602,0.035901,0.00283,0.48079,0.385,0.059347
0.45515,68,2,467.58,7.1714,-0.22464,0.42227,0.079766,0.010117,0.267,0.17831,-0.23125
0.44297,76,2,467.58,7.9335,-0.20763,0.16657,0.10465,0.015427,-0.4789,-0.31728,-0.12278
0.56089,84,2,467.58,7.1573,0.018639,-0.02062,0.080929,0.009824,-0.25504,-0.24134,0.037108
0.6445,92,2,467.58,6.0996,0.23838,0.22828,0.043311,0.0037522,0.051028,-0.0045628,0.00053704
0.80722,100,2,467.58,5.6961,0.37358,0.72614,0.035958,0.0027603,0.023547,0.075917,0.0020109
0.84282,108,2,467.58,5.8787,0.26491,1.0255,0.047744,0.0040588,0.31029,0.21661,0.067077
0.56668,116,2,467.58,6.3404,0.032137,1.1998,0.050065,0.0049251,0.034983,0.04586,-0.15346
0.58638,124,2,467.58,6.6885,-0.12029,1.4268,0.063091,0.0066394,-0.17506,-0.13862,-0.092634
0.67861,132,2,467.58,6.7419,-0.21683,1.526,0.07547,0.008139,-0.16649,-0.094853,0.12029
0.58785,140,2,467.58,6.7349,-0.22764,1.3504,0.070425,0.0074892,0.27188,0.14726,-0.022285
0.60684,148,2,467.58,6.9332,-0.08835,1.014,0.080917,0.009153,-0.03747,0.015611,-0.056514
0.57978,156,2,467.58,7.2603,0.0024789,0.48053,0.093101,0.011255,-0.028332,-0.031844,0.029096
0.6337,164,2,467.58,7.1394,-0.036259,-0.2338,0.089952,0.0097384,-0.040266,-0.065584,-0.0027657
0.74199,172,2,467.58,6.2634,-0.12937,-0.56041,0.053791,0.0047615,-0.20411,-0.106,0.0936
1.1371,180,2,467.58,5.3598,-0.17766,-0.16425,0.028232,0.0017756,0.22068,0.066434,0.024059
1.5461,188,2,467.58,5.1668,-0.015796,0.49956,0.026218,0.0013313,-0.28,-0.093376,-0.066642
0.80097,4,2,477.42,6.014,0.27138,1.3958,0.042117,0.002581,-0.10782,-0.099162,0.077152
0.76006,12,2,477.42,5.0465,0.17042,1.3,0.018984,0.001021,0.33604,0.25493,-2.9529e-05
0.76006,20,2,477.42,4.6849,0.033238,1.2617,0.013902,0.00061622,0.29322,0.27512,0.012362
0.76006,28,2,477.42,4.6632,0.096154,1.026,0.014121,0.00061304,0.14178,0.05951,-0.10101
0.76006,36,2,477.42,4.5982,0.14623,0.46767,0.01423,0.00056097,-0.50326,-0.35637,-0.0016793
0.76006,44,2,477.42,4.579,0.0089081,-0.076496,0.013741,0.00055656,-0.26691,-0.24185,0.056926
0.76006,52,2,477.42,4.7963,-0.19197,-0.29683,0.019801,0.00098996,0.11985,0.11555,0.11691
1.0478,60,2,477.42,5.0851,-0.27062,-0.14939,0.021522,0.0012946,0.48079,0.385,0.059347
1.1352,68,2,477.42,5.0176,-0.10189,0.3837,0.015739,0.00087782,0.267,0.17831,-0.23125
0.76006,76,2,477.42,4.5331,0.15578,0.79474,0.0076938,0.00028064,-0.4789,-0.31728,-0.12278
0.76006,84,2,477.42,4.0608,0.23337,0.39486,0.0044825,7.1576e-05,-0.25504,-0.24134,0.037108
0.76006,92,2,477.42,3.845,0.22821,-0.3886,0.002559,2.0962e-05,0.051028,-0.0045628,0.00053704
0.76006,100,2,477.42,3.8136,0.24652,-0.79613,0.002501,1.7408e-05,0.023547,0.075917,0.0020109
0.76006,108,2,477.42,3.9156,0.21532,-0.51025,0.0039815,4.9683e-05,0.31029,0.21661,0.067077
0.76006,116,2,477.42,4.1591,0.16281,0.20635,0.0060147,0.00014222,0.034983,0.04586,-0.15346
0.76006,124,2,477.42,4.5689,0.20445,0.80072,0.012551,0.00053061,-0.17506,-0.13862,-0.092634
1.7016,132,2,477.42,5.0848,0.36265,0.8856,0.025931,0.0016007,-0.16649,-0.094853,0.12029
0.92773,140,2,477.42,5.4298,0.49327,0.56233,0.03112,0.0021724,0.27188,0.14726,-0.022285
1.0128,148,2,477.42,5.4172,0.39874,0.15611,0.030734,0.0021274,-0.03747,0.015611,-0.056514
1.1807,156,2,477.42,5.2656,0.17811,-0.085755,0.026568,0.0016869,-0.028332,-0.031844,0.029096
1.3695,164,2,477.42,5.2894,0.067091,-0.068345,0.032752,0.0021682,-0.040266,-0.065584,-0.0027657
0.99457,172,2,477.42,5.6255,0.020229,0.13127,0.041267,0.0031806,-0.20411,-0.106,0.0936
0.74782,180,2,477.42,6.2812,-0.064541,0.31366,0.062899,0.0061183,0.22068,0.066434,0.024059
0.6441,188,2,477.42,7.0046,-0.11397,0.28442,0.084254,0.0069184,-0.28,-0.093376,-0.066642
0.76006,4,2,487.27,4.3459,0.23895,1.0848,0.0093715,0.00026209,-0.10782,-0.099162,0.077152
0.76006,12,2,487.27,4.2589,0.16227,0.83377,0.008214,0.0002286,0.33604,0.25493,-2.9529e-05
0.76006,20,2,487.27,4.4989,0.10582,0.71663,0.012137,0.00047847,0.29322,0.27512,0.012362
0.76006,28,2,487.27,4.783,0.055469,0.53297,0.016324,0.00081009,0.14178,0.05951,-0.10101
0.76006,36,2,487.27,4.8947,-0.0040077,0.18008,0.020235,0.0010444,-0.50326,-0.35637,-0.0016793
0.76006,44,2,487.27,4.9658,-0.055604,-0.087838,0.020765,0.0011223,-0.26691,-0.24185,0.056926
1.4529,52,2,487.27,5.141,-0.10304,0.072496,0.027008,0.0016732,0.11985,0.11555,0.11691
0.88507,60,2,487.27,5.2669,-0.084999,0.57212,0.025373,0.001669,0.48079,0.385,0.059347
0.80689,68,2,487.27,5.2776,-0.012622,0.88904,0.021414,0.0014226,0.267,0.17831,-0.23125
0.90466,76,2,487.27,5.4577,-0.022291,0.61729,0.025584,0.0019015,-0.4789,-0.31728,-0.12278
0.78823,84,2,487.27,5.9275,-0.097074,-0.088515,0.044394,0.0039567,-0.25504,-0.24134,0.037108
0.61182,92,2,487.27,6.3393,-0.096729,-0.80537,0.053814,0.0051686,0.051028,-0.0045628,0.00053704
0.63943,100,2,487.27,6.3148,-0.0015443,-1.2371,0.052838,0.0049767,0.023547,0.075917,0.0020109
0.80063,108,2,487.27,5.9545,0.06279,-1.0388,0.046796,0.0039463,0.31029,0.21661,0.067077
0.70962,116,2,487.27,5.6951,0.031078,-0.40715,0.03128,0.0023788,0.034983,0.04586,-0.15346
0.82212,124,2,487.27,5.7464,-0.0094198,-0.11025,0.035836,0.0028461,-0.17506,-0.13862,-0.092634
0.84601,132,2,487.27,5.9578,-0.019415,-0.42297,0.04828,0.0041687,-0.16649,-0.094853,0.12029
0.67526,140,2,487.27,6.1071,-0.010928,-0.76904,0.048623,0.0043352,0.27188,0.14726,-0.022285
0.7161,148,2,487.27,6.105,-0.0082117,-0.64246,0.048917,0.0043118,-0.03747,0.015611,-0.056514
0.76449,156,2,487.27,5.9659,0.029474,-0.40144,0.044596,0.0037567,-0.028332,-0.031844,0.029096
0.94198,164,2,487.27,5.8053,0.11761,-0.54965,0.045939,0.0036599,-0.040266,-0.065584,-0.0027657
0.76006,1900,2,-625.08,3.9778,-0.078581,-0.1331,0.0045365,6.4736e-05,-0.37993,-0.28607,-0.033563
0.76006,1908,2,-625.08,3.8463,-0.06151,-0.16277,0.0040818,4.1399e-05,-0.28006,-0.20182,0.11656
0.76006,1916,2,-625.08,4.2602,-0.031044,-0.25031,0.010864,0.0003283,0.28927,0.16385,0.11386
1.3242,1924,2,-625.08,5.0647,-0.061171,-0.47034,0.0239,0.0014426,0.10606,0.079587,-0.082812
0.79268,1932,2,-625.08,5.7726,-0.091474,-0.56978,0.03741,0.0030382,-0.23601,-0.13291,-0.056274
0.774,1940,2,-625.08,5.8343,-0.066111,-0.41985,0.037749,0.0030562,0.040494,-0.012711,0.035791
1.3672,1948,2,-625.08,5.2244,-0.042697,-0.086121,0.023449,0.001419,-0.0022328,0.0087649,-0.028709
0.76006,1956,2,-625.08,4.4291,-0.032334,0.21007,0.0095734,0.00029186,0.021027,0.12825,0.087274
0.76006,1964,2,-625.08,3.9507,0.010862,-0.016692,0.0049412,6.2247e-05,0.68762,0.39165,0.0069918
0.76006,1972,2,-625.08,4.0095,0.12598,-0.60985,0.0065514,0.0001146,-0.42162,-0.24248,-0.077936
0.76006,1980,2,-625.08,4.537,0.21671,-0.79103,0.01442,0.00059264,-0.45603,-0.33552,0.14703
1.088,1988,2,-625.08,5.2742,0.16157,-0.41495,0.030096,0.0020247,0.23264,0.060452,0.036288
0.69118,1996,2,-625.08,5.8891,-0.032853,-0.26548,0.040864,0.0034419,-0.11182,-0.063798,-0.13014
0.73591,2004,2,-625.08,6.305,-0.26775,-0.88518,0.059233,0.0060022,-0.16817,-0.081275,0.088395
0.64282,2012,2,-625.08,6.5749,-0.33352,-1.4586,0.065143,0.0065694,0.29685,0.16384,-0.011533
0.61768,2020,2,-625.08,6.4435,-0.12714,-0.8725,0.056141,0.0056013,-0.036212,0.11435,-0.025731
0.64883,2028,2,-625.08,5.7841,0.037898,0.14231,0.032781,0.0025457,0.53412,0.28875,-0.063162
1.919,2036,2,-625.08,5.0611,-0.037201,0.090221,0.020276,0.0011349,-0.36773,-0.17787,-0.10434
0.76006,2044,2,-625.08,4.7228,-0.17187,-0.55473,0.015107,0.00066173,-0.13043,-0.14122,0.14853
0.76006,2052,2,-625.08,4.7401,-0.28595,-0.58595,0.016804,0.00076811,0.042155,0.0042414,-0.057323
0.76006,2060,2,-625.08,4.925,-0.2428,-0.0013826,0.020993,0.0010894,-0.012745,-0.031172,0.094137
2.0859,2068,2,-625.08,5.0419,0.19729,0.033674,0.023149,0.0013155,-0.17821,-0.17002,-0.023906
0.76006,2076,2,-625.08,4.8828,0.57277,-0.44905,0.017942,0.00095172,-0.29457,-0.13757,0.11531
0.76006,1900,2,-615.23,4.3459,-0.02143,0.21616,0.0097335,0.00036642,-0.37993,-0.28607,-0.033563
0.76006,1908,2,-615.23,4.5981,-0.13997,0.08138,0.015596,0.00066245,-0.28006,-0.20182,0.11656
0.76006,1916,2,-615.23,4.7601,-0.25407,-0.0055057,0.017993,0.00086175,0.28927,0.16385,0.11386
0.76006,1924,2,-615.23,4.7728,-0.31024,-0.10505,0.01593,0.0007464,0.10606,0.079587,-0.082812
0.76006,1932,2,-615.23,4.7281,-0.1942,-0.1342,0.013695,0.00060087,-0.23601,-0.13291,-0.056274
0.76006,1940,2,-615.23,4.6097,-0.0082588,0.10044,0.012162,0.00046905,0.040494,-0.012711,0.035791
0.76006,1948,2,-615.23,4.3699,0.082423,0.52445,0.0094022,0.00028162,-0.0022328,0.0087649,-0.028709
0.76006,1956,2,-615.23,4.2343,0.11846,0.43528,0.0079248,0.00020925,0.021027,0.12825,0.087274
0.76006,1964,2,-615.23,4.5552,0.14158,-0.63524,0.014644,0.00057948,0.68762,0.39165,0.0069918
1.5099,1972,2,-615.23,5.24,0.17109,-2.0125,0.029331,0.0018841,-0.42162,-0.24248,-0.077936
0.95308,1980,2,-615.23,5.6889,0.3025,-2.5988,0.037132,0.0028023,-0.45603,-0.33552,0.14703
0.89309,1988,2,-615.23,5.5326,0.41162,-2.0102,0.033926,0.0024203,0.23264,0.060452,0.036288
1.1066,1996,2,-615.23,5.2127,0.32591,-1.1649,0.02344,0.0014543,-0.11182,-0.063798,-0.13014
1.057,2004,2,-615.23,5.4601,0.088048,-1.0809,0.03356,0.0025121,-0.16817,-0.081275,0.088395
0.70794,2012,2,-615.23,6.2557,-0.14238,-0.96054,0.057733,0.0055386,0.29685,0.16384,-0.011533
0.60107,2020,2,-615.23,6.6922,-0.10265,-0.0093462,0.067786,0.0073993,-0.036212,0.11435,-0.025731
0.57633,2028,2,-615.23,6.2618,0.20041,0.59913,0.047696,0.0044826,0.53412,0.28875,-0.063162
0.89561,2036,2,-615.23,5.7249,0.20564,0.18263,0.037014,0.0029047,-0.36773,-0.17787,-0.10434
0.87946,2044,2,-615.23,5.8482,-0.11725,-0.0856,0.045587,0.0038614,-0.13043,-0.14122,0.14853
0.6056,2052,2,-615.23,6.4755,-0.29875,0.30215,0.063242,0.006181,0.042155,0.0042414,-0.057323
0.6165,2060,2,-615.23,7.3274,-0.29276,0.59169,0.10823,0.013327,-0.012745,-0.031172,0.094137
0.55662,2068,2,-615.23,7.7517,-0.22618,0.16379,0.11292,0.013868,-0.17821,-0.17002,-0.023906
0.6418,2076,2,-615.23,6.8192,-0.06305,-0.41935,0.067568,0.0055486,-0.29457,-0.13757,0.11531
0.76006,1900,2,-605.39,3.576,0.069495,-0.030559,0.00053463,5.9585e-07,-0.37993,-0.28607,-0.033563
0.76006,1908,2,-605.39,3.6869,0.035268,0.020746,0.0019644,1.1252e-05,-0.28006,-0.20182,0.11656
0.76006,1916,2,-605.39,4.0217,0.012507,0.29589,0.006669,0.00013289,0.28927,0.16385,0.11386
0.76006,1924,2,-605.39,4.525,-0.015951,0.3559,0.013569,0.00054992,0.10606,0.079587,-0.082812
1.4799,1932,2,-605.39,5.0959,-0.037923,0.13133,0.022171,0.0013341,-0.23601,-0.13291,-0.056274
1.0172,1940,2,-605.39,5.4029,-0.066776,0.35866,0.028378,0.0019852,0.040494,-0.012711,0.035791
1.0947,1948,2,-605.39,5.4187,-0.07851,0.71701,0.03036,0.0021263,-0.0022328,0.0087649,-0.028709
0.85914,1956,2,-605.39,5.5878,-0.052917,0.030614,0.034197,0.0025293,0.021027,0.12825,0.087274
0.70995,1964,2,-605.39,6.0574,-0.076235,-1.5254,0.051735,0.0045425,0.68762,0.39165,0.0069918
0.69385,1972,2,-605.39,6.6217,-0.19205,-2.7684,0.069468,0.0068283,-0.42162,-0.24248,-0.077936
0.64123,1980,2,-605.39,6.8404,-0.053297,-3.226,0.07476,0.0083272,-0.45603,-0.33552,0.14703
0.6343,1988,2,-605.39,6.3718,0.3639,-3.136,0.057281,0.0053769,0.23264,0.060452,0.036288
0.66626,1996,2,-605.39,5.9624,0.36168,-2.7424,0.041572,0.0035358,-0.11182,-0.063798,-0.13014
0.72606,2004,2,-605.39,6.4187,-0.10463,-2.0205,0.06601,0.0070873,-0.16817,-0.081275,0.088395
0.59356,2012,2,-605.39,7.0722,-0.34408,-0.56604,0.086022,0.0098645,0.29685,0.16384,-0.011533
0.56494,2020,2,-605.39,7.017,-0.11909,0.86975,0.077741,0.0090611,-0.036212,0.11435,-0.025731
0.55104,2028,2,-605.39,6.4436,0.047738,0.89019,0.052389,0.0051941,0.53412,0.28875,-0.063162
0.80162,2036,2,-605.39,5.9097,-0.084534,0.30038,0.040102,0.0032898,-0.36773,-0.17787,-0.10434
1.0105,2044,2,-605.39,5.5483,-0.10499,0.33857,0.032492,0.0022971,-0.13043,-0.14122,0.14853
1.2467,2052,2,-605.39,5.173,0.097617,0.60966,0.023872,0.0013992,0.042155,0.0042414,-0.057323
0.76006,2060,2,-605.39,4.7408,0.19501,0.50342,0.016733,0.00072724,-0.012745,-0.031172,0.094137
0.76006,2068,2,-605.39,4.569,0.14446,0.38294,0.014665,0.00058999,-0.17821,-0.17002,-0.023906
0.76006,2076,2,-605.39,4.7132,0.14803,0.32342,0.015774,0.00078612,-0.29457,-0.13757,0.11531
1.6616,1900,2,-595.55,5.1923,-0.12648,0.20165,0.023851,0.0014923,-0.37993,-0.28607,-0.033563
1.8166,1908,2,-595.55,5.1063,-0.28621,0.51573,0.02445,0.0014209,-0.28006,-0.20182,0.11656
1.4217,1916,2,-595.55,5.0611,-0.33709,0.86077,0.023676,0.0013475,0.28927,0.16385,0.11386
1.5068,1924,2,-595.55,5.004,-0.1407,0.42635,0.019911,0.0010879,0.10606,0.079587,-0.082812
0.76006,1932,2,-595.55,4.9188,0.21852,-0.59571,0.017447,0.00089727,-0.23601,-0.13291,-0.056274
1.7288,1940,2,-595.55,4.9957,0.42754,-0.71896,0.019911,0.0011413,0.040494,-0.012711,0.035791
1.0598,1948,2,-595.55,5.4675,0.32118,-0.29028,0.034147,0.00253,-0.0022328,0.0087649,-0.028709
0.71519,1956,2,-595.55,6.1297,0.052308,-0.5807,0.053119,0.0049169,0.021027,0.12825,0.087274
0.62675,1964,2,-595.55,6.7602,-0.26918,-1.4162,0.080217,0.0087793,0.68762,0.39165,0.0069918
0.59937,1972,2,-595.55,7.4042,-0.43256,-1.9772,0.10253,0.011802,-0.42162,-0.24248,-0.077936
0.57355,1980,2,-595.55,7.6731,-0.25919,-2.3111,0.11341,0.015521,-0.45603,-0.33552,0.14703
0.54927,1988,2,-595.55,7.0908,-0.024295,-2.8247,0.080807,0.0089216,0.23264,0.060452,0.036288
0.61807,1996,2,-595.55,6.0334,-0.064061,-2.8169,0.037693,0.0030431,-0.11182,-0.063798,-0.13014
1.255,2004,2,-595.55,5.2831,-0.1998,-1.5674,0.024054,0.0015071,-0.16817,-0.081275,0.088395
1.7293,2012,2,-595.55,5.0225,-0.078193,0.28577,0.020749,0.0011467,0.29685,0.16384,-0.011533
0.76006,2020,2,-595.55,4.8803,0.17711,1.1572,0.01631,0.00079654,-0.036212,0.11435,-0.025731
0.76006,2028,2,-595.55,4.6571,0.22694,0.7641,0.011611,0.00046993,0.53412,0.28875,-0.063162
0.76006,2036,2,-595.55,4.5147,0.12516,0.48258,0.012531,0.00046313,-0.36773,-0.17787,-0.10434
