x, y
0.3547016509257676, 0.07910435836402134
1.0675651187558861, 0.12387230631118422
1.585048619160423, 0.18106491652953965
1.805297845909949, 0.1848896961913883
2.8128396586796023, 0.18363991978514868
3.1061115136020256, 0.303828952713039
4.145759218388977, 0.3146397975294279
4.958651198861828, 0.2913558494958681
5.3051636687676815, 0.38124815331999773
5.915786341860753, 0.38580160224195603
6.675225320976883, 0.4997590744466041
8.607567590823887, 0.6656960303378724
9.726911231246648, 0.5780265787711644
11.554154149847427, 0.6170184576780262
12.815173174197298, 0.7031150464078941
13.414904892835123, 0.7453868177297217
14.30156969025863, 0.7944194772026633
14.650269830962323, 0.8095486121668977
15.025889260833436, 0.7780904746856214
15.269696055957702, 0.7988801543735359
16.019172017648668, 0.8743661208637251
16.795377670371245, 0.9291645740247905
17.338813327144656, 0.9946272280476013
18.108410390998756, 0.9297671500346112
18.758602559647755, 0.9687622583378716
19.010274031290255, 1.1176877815367858
19.78766102624366, 1.078784270658648
20.631048226108902, 1.1547732890332845
7.775324750614645, 0.45289759688870723
21.398377404569242, 1.1736455880049312
22.063859569036143, 1.1722089469798118
22.56321365923308, 1.2278146024497698
