x, y
0.30228141249152735, 0.022303092272872253
0.7552860507182305, 0.056993268386117533
1.0080677652906338, 0.11100286808146383
1.564494540485218, 0.12343486988992582
2.146963713469088, 0.13621476576495908
3.0646642672779505, 0.15568802604822746
4.162771093430679, 0.17935304285681633
3.5777651338508147, 0.1801216391996717
4.8821100668224044, 0.2052143427979113
5.911562314161923, 0.24503602978845565
6.670157216961886, 0.29064479512520514
7.696690746845287, 0.3332446437629766
8.66652896494367, 0.373425087335251
9.550707109893631, 0.4119007031905807
10.229477551398414, 0.4572884016647748
10.945365474106547, 0.49235524283068755
11.765751138591497, 0.5382320480685169
12.72109603765419, 0.5963093661093302
13.571398100299602, 0.6453616955421538
14.287568597152454, 0.694245068827035
15.292442363078242, 0.7279127006079024
15.928945181709759, 0.7869368189564729
16.936108709737287, 0.8371430704387973
17.653254543154176, 0.8702339613810325
18.33047538451049, 0.898702558541722
19.23194342099938, 0.9641249919002963
20.205590009345, 1.0179797273592575
20.848783454499912, 1.035079674871081
